source_token_id	ayah_ref	source_token_index	surface_ar	word_ids	qac_word_refs	binding_status
t-s064-a000-w001	64:0	1	بِسْمِ	w-s064-a000-w001	1:1:1	one_to_one
t-s064-a000-w002	64:0	2	ٱللَّهِ	w-s064-a000-w002	1:1:2	one_to_one
t-s064-a000-w003	64:0	3	ٱلرَّحْمَٰنِ	w-s064-a000-w003	1:1:3	one_to_one
t-s064-a000-w004	64:0	4	ٱلرَّحِيمِ	w-s064-a000-w004	1:1:4	one_to_one
t-s064-a001-w001	64:1	1	يُسَبِّحُ	w-s064-a001-w001	64:1:1	one_to_one
t-s064-a001-w002	64:1	2	لِلَّهِ	w-s064-a001-w002	64:1:2	one_to_one
t-s064-a001-w003	64:1	3	مَا	w-s064-a001-w003	64:1:3	one_to_one
t-s064-a001-w004	64:1	4	فِى	w-s064-a001-w004	64:1:4	one_to_one
t-s064-a001-w005	64:1	5	ٱلسَّمَٰوَٰتِ	w-s064-a001-w005	64:1:5	one_to_one
t-s064-a001-w006	64:1	6	وَمَا	w-s064-a001-w006	64:1:6	one_to_one
t-s064-a001-w007	64:1	7	فِى	w-s064-a001-w007	64:1:7	one_to_one
t-s064-a001-w008	64:1	8	ٱلْأَرْضِ	w-s064-a001-w008	64:1:8	one_to_one
t-s064-a001-w009	64:1	9	لَهُ	w-s064-a001-w009	64:1:9	one_to_one
t-s064-a001-w010	64:1	10	ٱلْمُلْكُ	w-s064-a001-w010	64:1:10	one_to_one
t-s064-a001-w011	64:1	11	وَلَهُ	w-s064-a001-w011	64:1:11	one_to_one
t-s064-a001-w012	64:1	12	ٱلْحَمْدُ	w-s064-a001-w012	64:1:12	one_to_one
t-s064-a001-w013	64:1	13	وَهُوَ	w-s064-a001-w013	64:1:13	one_to_one
t-s064-a001-w014	64:1	14	عَلَىٰ	w-s064-a001-w014	64:1:14	one_to_one
t-s064-a001-w015	64:1	15	كُلِّ	w-s064-a001-w015	64:1:15	one_to_one
t-s064-a001-w016	64:1	16	شَىْءٍۢ	w-s064-a001-w016	64:1:16	one_to_one
t-s064-a001-w017	64:1	17	قَدِيرٌ	w-s064-a001-w017	64:1:17	one_to_one
t-s064-a002-w001	64:2	1	هُوَ	w-s064-a002-w001	64:2:1	one_to_one
t-s064-a002-w002	64:2	2	ٱلَّذِى	w-s064-a002-w002	64:2:2	one_to_one
t-s064-a002-w003	64:2	3	خَلَقَكُمْ	w-s064-a002-w003	64:2:3	one_to_one
t-s064-a002-w004	64:2	4	فَمِنكُمْ	w-s064-a002-w004	64:2:4	one_to_one
t-s064-a002-w005	64:2	5	كَافِرٌۭ	w-s064-a002-w005	64:2:5	one_to_one
t-s064-a002-w006	64:2	6	وَمِنكُم	w-s064-a002-w006	64:2:6	one_to_one
t-s064-a002-w007	64:2	7	مُّؤْمِنٌۭ	w-s064-a002-w007	64:2:7	one_to_one
t-s064-a002-w008	64:2	8	وَٱللَّهُ	w-s064-a002-w008	64:2:8	one_to_one
t-s064-a002-w009	64:2	9	بِمَا	w-s064-a002-w009	64:2:9	one_to_one
t-s064-a002-w010	64:2	10	تَعْمَلُونَ	w-s064-a002-w010	64:2:10	one_to_one
t-s064-a002-w011	64:2	11	بَصِيرٌ	w-s064-a002-w011	64:2:11	one_to_one
t-s064-a003-w001	64:3	1	خَلَقَ	w-s064-a003-w001	64:3:1	one_to_one
t-s064-a003-w002	64:3	2	ٱلسَّمَٰوَٰتِ	w-s064-a003-w002	64:3:2	one_to_one
t-s064-a003-w003	64:3	3	وَٱلْأَرْضَ	w-s064-a003-w003	64:3:3	one_to_one
t-s064-a003-w004	64:3	4	بِٱلْحَقِّ	w-s064-a003-w004	64:3:4	one_to_one
t-s064-a003-w005	64:3	5	وَصَوَّرَكُمْ	w-s064-a003-w005	64:3:5	one_to_one
t-s064-a003-w006	64:3	6	فَأَحْسَنَ	w-s064-a003-w006	64:3:6	one_to_one
t-s064-a003-w007	64:3	7	صُوَرَكُمْ	w-s064-a003-w007	64:3:7	one_to_one
t-s064-a003-w008	64:3	8	وَإِلَيْهِ	w-s064-a003-w008	64:3:8	one_to_one
t-s064-a003-w009	64:3	9	ٱلْمَصِيرُ	w-s064-a003-w009	64:3:9	one_to_one
t-s064-a004-w001	64:4	1	يَعْلَمُ	w-s064-a004-w001	64:4:1	one_to_one
t-s064-a004-w002	64:4	2	مَا	w-s064-a004-w002	64:4:2	one_to_one
t-s064-a004-w003	64:4	3	فِى	w-s064-a004-w003	64:4:3	one_to_one
t-s064-a004-w004	64:4	4	ٱلسَّمَٰوَٰتِ	w-s064-a004-w004	64:4:4	one_to_one
t-s064-a004-w005	64:4	5	وَٱلْأَرْضِ	w-s064-a004-w005	64:4:5	one_to_one
t-s064-a004-w006	64:4	6	وَيَعْلَمُ	w-s064-a004-w006	64:4:6	one_to_one
t-s064-a004-w007	64:4	7	مَا	w-s064-a004-w007	64:4:7	one_to_one
t-s064-a004-w008	64:4	8	تُسِرُّونَ	w-s064-a004-w008	64:4:8	one_to_one
t-s064-a004-w009	64:4	9	وَمَا	w-s064-a004-w009	64:4:9	one_to_one
t-s064-a004-w010	64:4	10	تُعْلِنُونَ	w-s064-a004-w010	64:4:10	one_to_one
t-s064-a004-w011	64:4	11	وَٱللَّهُ	w-s064-a004-w011	64:4:11	one_to_one
t-s064-a004-w012	64:4	12	عَلِيمٌۢ	w-s064-a004-w012	64:4:12	one_to_one
t-s064-a004-w013	64:4	13	بِذَاتِ	w-s064-a004-w013	64:4:13	one_to_one
t-s064-a004-w014	64:4	14	ٱلصُّدُورِ	w-s064-a004-w014	64:4:14	one_to_one
t-s064-a005-w001	64:5	1	أَلَمْ	w-s064-a005-w001	64:5:1	one_to_one
t-s064-a005-w002	64:5	2	يَأْتِكُمْ	w-s064-a005-w002	64:5:2	one_to_one
t-s064-a005-w003	64:5	3	نَبَؤُا۟	w-s064-a005-w003	64:5:3	one_to_one
t-s064-a005-w004	64:5	4	ٱلَّذِينَ	w-s064-a005-w004	64:5:4	one_to_one
t-s064-a005-w005	64:5	5	كَفَرُوا۟	w-s064-a005-w005	64:5:5	one_to_one
t-s064-a005-w006	64:5	6	مِن	w-s064-a005-w006	64:5:6	one_to_one
t-s064-a005-w007	64:5	7	قَبْلُ	w-s064-a005-w007	64:5:7	one_to_one
t-s064-a005-w008	64:5	8	فَذَاقُوا۟	w-s064-a005-w008	64:5:8	one_to_one
t-s064-a005-w009	64:5	9	وَبَالَ	w-s064-a005-w009	64:5:9	one_to_one
t-s064-a005-w010	64:5	10	أَمْرِهِمْ	w-s064-a005-w010	64:5:10	one_to_one
t-s064-a005-w011	64:5	11	وَلَهُمْ	w-s064-a005-w011	64:5:11	one_to_one
t-s064-a005-w012	64:5	12	عَذَابٌ	w-s064-a005-w012	64:5:12	one_to_one
t-s064-a005-w013	64:5	13	أَلِيمٌۭ	w-s064-a005-w013	64:5:13	one_to_one
t-s064-a006-w001	64:6	1	ذَٰلِكَ	w-s064-a006-w001	64:6:1	one_to_one
t-s064-a006-w002	64:6	2	بِأَنَّهُۥ	w-s064-a006-w002	64:6:2	one_to_one
t-s064-a006-w003	64:6	3	كَانَت	w-s064-a006-w003	64:6:3	one_to_one
t-s064-a006-w004	64:6	4	تَّأْتِيهِمْ	w-s064-a006-w004	64:6:4	one_to_one
t-s064-a006-w005	64:6	5	رُسُلُهُم	w-s064-a006-w005	64:6:5	one_to_one
