word_id	ayah_ref	qac_ayah_ref	word_index	qac_word_ref	surface_ar	lemma_ar	root	pos	aspect	mood	voice	measure	morphology_summary
w-s086-a000-w001	86:0	1:1	1	1:1:1	بِسْمِ	ٱسْم	س م و	N					PREFIX|bi+ | STEM|POS:N|LEM:{som|ROOT:smw|M|GEN
w-s086-a000-w002	86:0	1:1	2	1:1:2	ٱللَّهِ	ٱللَّه	ء ل ه	PN					STEM|POS:PN|LEM:{ll~ah|ROOT:Alh|GEN
w-s086-a000-w003	86:0	1:1	3	1:1:3	ٱلرَّحْمَٰنِ	رَّحْمَٰن	ر ح م	ADJ					PREFIX|Al+ | STEM|POS:ADJ|LEM:r~aHoma`n|ROOT:rHm|MS|GEN
w-s086-a000-w004	86:0	1:1	4	1:1:4	ٱلرَّحِيمِ	رَّحِيم	ر ح م	ADJ					PREFIX|Al+ | STEM|POS:ADJ|LEM:r~aHiym|ROOT:rHm|MS|GEN
w-s086-a001-w001	86:1	86:1	1	86:1:1	وَٱلسَّمَآءِ	سَمَآء	س م و	N					PREFIX|w:P+ | PREFIX|Al+ | STEM|POS:N|LEM:samaA^'|ROOT:smw|F|GEN
w-s086-a001-w002	86:1	86:1	2	86:1:2	وَٱلطَّارِقِ	طَّارِق	ط ر ق	N			ACT		PREFIX|w:CONJ+ | PREFIX|Al+ | STEM|POS:N|ACT|PCPL|LEM:T~aAriq|ROOT:Trq|M|GEN
w-s086-a002-w001	86:2	86:2	1	86:2:1	وَمَآ	مَا		INTG					PREFIX|w:CONJ+ | STEM|POS:INTG|LEM:maA
w-s086-a002-w002	86:2	86:2	2	86:2:2	أَدْرَىٰكَ	أَدْرَىٰ	د ر ي	V	PERF			IV	STEM|POS:V|PERF|(IV)|LEM:>adoraY`|ROOT:dry|3MS | SUFFIX|PRON:2MS
w-s086-a002-w003	86:2	86:2	3	86:2:3	مَا	مَا		INTG					STEM|POS:INTG|LEM:maA
w-s086-a002-w004	86:2	86:2	4	86:2:4	ٱلطَّارِقُ	طَّارِق	ط ر ق	N			ACT		PREFIX|Al+ | STEM|POS:N|ACT|PCPL|LEM:T~aAriq|ROOT:Trq|M|NOM
w-s086-a003-w001	86:3	86:3	1	86:3:1	ٱلنَّجْمُ	نَّجْم	ن ج م	N					PREFIX|Al+ | STEM|POS:N|LEM:n~ajom|ROOT:njm|M|NOM
w-s086-a003-w002	86:3	86:3	2	86:3:2	ٱلثَّاقِبُ	ثَاقِب	ث ق ب	ADJ			ACT		PREFIX|Al+ | STEM|POS:ADJ|ACT|PCPL|LEM:vaAqib|ROOT:vqb|M|NOM
w-s086-a004-w001	86:4	86:4	1	86:4:1	إِن	إِن		NEG					STEM|POS:NEG|LEM:<in
w-s086-a004-w002	86:4	86:4	2	86:4:2	كُلُّ	كُلّ	ك ل ل	N					STEM|POS:N|LEM:kul~|ROOT:kll|M|NOM
w-s086-a004-w003	86:4	86:4	3	86:4:3	نَفْسٍ	نَفْس	ن ف س	N					STEM|POS:N|LEM:nafos|ROOT:nfs|FS|INDEF|GEN
w-s086-a004-w004	86:4	86:4	4	86:4:4	لَّمَّا	لَّمَّا		EXP					STEM|POS:EXP|LEM:l~am~aA
w-s086-a004-w005	86:4	86:4	5	86:4:5	عَلَيْهَا	عَلَىٰ		P					STEM|POS:P|LEM:EalaY` | SUFFIX|PRON:3FS
w-s086-a004-w006	86:4	86:4	6	86:4:6	حَافِظٌ	حَٰفِظ	ح ف ظ	N			ACT		STEM|POS:N|ACT|PCPL|LEM:Ha`fiZ|ROOT:HfZ|M|INDEF|NOM
w-s086-a005-w001	86:5	86:5	1	86:5:1	فَلْيَنظُرِ	نَّظَرَ	ن ظ ر	V	IMPF	JUS			PREFIX|f:CONJ+ | PREFIX|l:IMPV+ | STEM|POS:V|IMPF|LEM:n~aZara|ROOT:nZr|3MS|MOOD:JUS
w-s086-a005-w002	86:5	86:5	2	86:5:2	ٱلْإِنسَٰنُ	إِنسَٰن	ء ن س	N					PREFIX|Al+ | STEM|POS:N|LEM:<insa`n|ROOT:Ans|M|NOM
w-s086-a005-w003	86:5	86:5	3	86:5:3	مِمَّ	مِن;مَا		P;REL					STEM|POS:P|LEM:min | STEM|POS:REL|LEM:maA
w-s086-a005-w004	86:5	86:5	4	86:5:4	خُلِقَ	خَلَقَ	خ ل ق	V	PERF		PASS		STEM|POS:V|PERF|PASS|LEM:xalaqa|ROOT:xlq|3MS
w-s086-a006-w001	86:6	86:6	1	86:6:1	خُلِقَ	خَلَقَ	خ ل ق	V	PERF		PASS		STEM|POS:V|PERF|PASS|LEM:xalaqa|ROOT:xlq|3MS
w-s086-a006-w002	86:6	86:6	2	86:6:2	مِن	مِن		P					STEM|POS:P|LEM:min
w-s086-a006-w003	86:6	86:6	3	86:6:3	مَّآءٍ	مَآء	م و ه	N					STEM|POS:N|LEM:maA^'|ROOT:mwh|M|INDEF|GEN
w-s086-a006-w004	86:6	86:6	4	86:6:4	دَافِقٍ	دَافِق	د ف ق	ADJ			ACT		STEM|POS:ADJ|ACT|PCPL|LEM:daAfiq|ROOT:dfq|M|INDEF|GEN
w-s086-a007-w001	86:7	86:7	1	86:7:1	يَخْرُجُ	خَرَجَ	خ ر ج	V	IMPF				STEM|POS:V|IMPF|LEM:xaraja|ROOT:xrj|3MS
w-s086-a007-w002	86:7	86:7	2	86:7:2	مِنۢ	مِن		P					STEM|POS:P|LEM:min
w-s086-a007-w003	86:7	86:7	3	86:7:3	بَيْنِ	بَيْن	ب ي ن	N					STEM|POS:N|LEM:bayon|ROOT:byn|GEN
w-s086-a007-w004	86:7	86:7	4	86:7:4	ٱلصُّلْبِ	صُّلْب	ص ل ب	N					PREFIX|Al+ | STEM|POS:N|LEM:S~ulob|ROOT:Slb|M|GEN
w-s086-a007-w005	86:7	86:7	5	86:7:5	وَٱلتَّرَآئِبِ	تَّرَآئِب	ت ر ب	N					PREFIX|w:CONJ+ | PREFIX|Al+ | STEM|POS:N|LEM:t~araA^}ib|ROOT:trb|MP|GEN
w-s086-a008-w001	86:8	86:8	1	86:8:1	إِنَّهُۥ	إِنّ		ACC					STEM|POS:ACC|LEM:<in~|SP:<in~ | SUFFIX|PRON:3MS
w-s086-a008-w002	86:8	86:8	2	86:8:2	عَلَىٰ	عَلَىٰ		P					STEM|POS:P|LEM:EalaY`
w-s086-a008-w003	86:8	86:8	3	86:8:3	رَجْعِهِۦ	رَجْع	ر ج ع	N					STEM|POS:N|LEM:rajoE|ROOT:rjE|M|GEN | SUFFIX|PRON:3MS
w-s086-a008-w004	86:8	86:8	4	86:8:4	لَقَادِرٌ	قَادِر	ق د ر	N			ACT		PREFIX|l:EMPH+ | STEM|POS:N|ACT|PCPL|LEM:qaAdir|ROOT:qdr|M|INDEF|NOM
w-s086-a009-w001	86:9	86:9	1	86:9:1	يَوْمَ	يَوْم	ي و م	T					STEM|POS:T|LEM:yawom|ROOT:ywm|M|ACC
w-s086-a009-w002	86:9	86:9	2	86:9:2	تُبْلَى	بَلَوْ	ب ل و	V	IMPF		PASS		STEM|POS:V|IMPF|PASS|LEM:balawo|ROOT:blw|3FS
w-s086-a009-w003	86:9	86:9	3	86:9:3	ٱلسَّرَآئِرُ	سَّرَآئِر	س ر ر	N					PREFIX|Al+ | STEM|POS:N|LEM:s~araA^}ir|ROOT:srr|FP|NOM
w-s086-a010-w001	86:10	86:10	1	86:10:1	فَمَا	مَا		NEG					PREFIX|f:CONJ+ | STEM|POS:NEG|LEM:maA
w-s086-a010-w002	86:10	86:10	2	86:10:2	لَهُۥ			PRON					PREFIX|l:P+ | STEM|POS:PRON|3MS
w-s086-a010-w003	86:10	86:10	3	86:10:3	مِن	مِن		P					STEM|POS:P|LEM:min
w-s086-a010-w004	86:10	86:10	4	86:10:4	قُوَّةٍ	قُوَّة	ق و ي	N					STEM|POS:N|LEM:quw~ap|ROOT:qwy|F|INDEF|GEN
w-s086-a010-w005	86:10	86:10	5	86:10:5	وَلَا	لَا		NEG					PREFIX|w:CONJ+ | STEM|POS:NEG|LEM:laA
w-s086-a010-w006	86:10	86:10	6	86:10:6	نَاصِرٍ	نَاصِر	ن ص ر	N			ACT		STEM|POS:N|ACT|PCPL|LEM:naASir|ROOT:nSr|M|INDEF|GEN
w-s086-a011-w001	86:11	86:11	1	86:11:1	وَٱلسَّمَآءِ	سَمَآء	س م و	N					PREFIX|w:P+ | PREFIX|Al+ | STEM|POS:N|LEM:samaA^'|ROOT:smw|F|GEN
w-s086-a011-w002	86:11	86:11	2	86:11:2	ذَاتِ	ذُو		N					STEM|POS:N|LEM:*uw|FS|GEN
w-s086-a011-w003	86:11	86:11	3	86:11:3	ٱلرَّجْعِ	رَجْع	ر ج ع	N					PREFIX|Al+ | STEM|POS:N|LEM:rajoE|ROOT:rjE|M|GEN
