cooccurrence_id	ayah_ref	left_word_id	right_word_id	left_root	right_root	word_distance	root_distance_min	root_distance_max	local_pair_count	corpus_window_count	corpus_pair_count	source_pair_id
co-19_0-00001	19:0	w-s019-a000-w002	w-s019-a000-w003	ء ل ه	ر ح م	1	1	2	2	130	254	intra_ayah:1:1:root:1
co-19_0-00002	19:0	w-s019-a000-w002	w-s019-a000-w004	ء ل ه	ر ح م	2	1	2	2	130	254	intra_ayah:1:1:root:1
co-19_0-00003	19:0	w-s019-a000-w002	w-s019-a000-w001	ء ل ه	س م و	1	1	1	1	185	319	intra_ayah:1:1:root:2
co-19_0-00004	19:0	w-s019-a000-w003	w-s019-a000-w001	ر ح م	س م و	2	2	3	2	18	21	intra_ayah:1:1:root:3
co-19_0-00005	19:0	w-s019-a000-w004	w-s019-a000-w001	ر ح م	س م و	3	2	3	2	18	21	intra_ayah:1:1:root:3
co-19_2-00006	19:2	w-s019-a002-w001	w-s019-a002-w003	ذ ك ر	ر ب ب	2	2	2	1	48	61	intra_ayah:19:2:root:1
co-19_2-00007	19:2	w-s019-a002-w001	w-s019-a002-w002	ذ ك ر	ر ح م	1	1	1	1	16	17	intra_ayah:19:2:root:2
co-19_2-00008	19:2	w-s019-a002-w001	w-s019-a002-w004	ذ ك ر	ع ب د	3	3	3	1	12	12	intra_ayah:19:2:root:3
co-19_2-00009	19:2	w-s019-a002-w003	w-s019-a002-w002	ر ب ب	ر ح م	1	1	1	1	91	121	intra_ayah:19:2:root:4
co-19_2-00010	19:2	w-s019-a002-w003	w-s019-a002-w004	ر ب ب	ع ب د	1	1	1	1	47	57	intra_ayah:19:2:root:5
co-19_2-00011	19:2	w-s019-a002-w002	w-s019-a002-w004	ر ح م	ع ب د	2	2	2	1	21	25	intra_ayah:19:2:root:6
co-19_3-00012	19:3	w-s019-a003-w005	w-s019-a003-w003	خ ف ي	ر ب ب	2	2	2	1	4	5	intra_ayah:19:3:root:1
co-19_3-00013	19:3	w-s019-a003-w005	w-s019-a003-w002	خ ف ي	ن د و	3	1	3	2	1	2	intra_ayah:19:3:root:2
co-19_3-00014	19:3	w-s019-a003-w005	w-s019-a003-w004	خ ف ي	ن د و	1	1	3	2	1	2	intra_ayah:19:3:root:2
co-19_3-00015	19:3	w-s019-a003-w003	w-s019-a003-w002	ر ب ب	ن د و	1	1	1	2	17	26	intra_ayah:19:3:root:3
co-19_3-00016	19:3	w-s019-a003-w003	w-s019-a003-w004	ر ب ب	ن د و	1	1	1	2	17	26	intra_ayah:19:3:root:3
co-19_4-00017	19:4	w-s019-a004-w012	w-s019-a004-w008	د ع و	ر ء س	4	3	3	1	1	1	intra_ayah:19:4:root:1
co-19_4-00018	19:4	w-s019-a004-w008	w-s019-a004-w002	ر ء س	ر ب ب	6	4	4	2	5	7	intra_ayah:19:4:root:10
co-19_4-00019	19:4	w-s019-a004-w008	w-s019-a004-w013	ر ء س	ر ب ب	5	4	4	2	5	7	intra_ayah:19:4:root:10
co-19_4-00020	19:4	w-s019-a004-w008	w-s019-a004-w007	ر ء س	ش ع ل	1	1	1	1	1	1	intra_ayah:19:4:root:11
co-19_4-00021	19:4	w-s019-a004-w008	w-s019-a004-w014	ر ء س	ش ق و	6	5	5	1	1	1	intra_ayah:19:4:root:12
co-19_4-00022	19:4	w-s019-a004-w008	w-s019-a004-w009	ر ء س	ش ي ب	1	1	1	1	1	1	intra_ayah:19:4:root:13
co-19_4-00023	19:4	w-s019-a004-w008	w-s019-a004-w005	ر ء س	ع ظ م	3	2	2	1	1	1	intra_ayah:19:4:root:14
co-19_4-00024	19:4	w-s019-a004-w008	w-s019-a004-w001	ر ء س	ق و ل	7	5	5	1	6	13	intra_ayah:19:4:root:15
co-19_4-00025	19:4	w-s019-a004-w008	w-s019-a004-w011	ر ء س	ك و ن	3	2	2	1	4	8	intra_ayah:19:4:root:16
co-19_4-00026	19:4	w-s019-a004-w008	w-s019-a004-w004	ر ء س	و ه ن	4	3	3	1	1	1	intra_ayah:19:4:root:17
co-19_4-00027	19:4	w-s019-a004-w002	w-s019-a004-w007	ر ب ب	ش ع ل	5	3	5	2	1	2	intra_ayah:19:4:root:18
co-19_4-00028	19:4	w-s019-a004-w013	w-s019-a004-w007	ر ب ب	ش ع ل	6	3	5	2	1	2	intra_ayah:19:4:root:18
co-19_4-00029	19:4	w-s019-a004-w002	w-s019-a004-w014	ر ب ب	ش ق و	12	1	9	2	3	5	intra_ayah:19:4:root:19
co-19_4-00030	19:4	w-s019-a004-w013	w-s019-a004-w014	ر ب ب	ش ق و	1	1	9	2	3	5	intra_ayah:19:4:root:19
co-19_4-00031	19:4	w-s019-a004-w012	w-s019-a004-w002	د ع و	ر ب ب	10	1	7	2	49	68	intra_ayah:19:4:root:2
co-19_4-00032	19:4	w-s019-a004-w012	w-s019-a004-w013	د ع و	ر ب ب	1	1	7	2	49	68	intra_ayah:19:4:root:2
co-19_4-00033	19:4	w-s019-a004-w002	w-s019-a004-w009	ر ب ب	ش ي ب	7	3	5	2	1	2	intra_ayah:19:4:root:20
co-19_4-00034	19:4	w-s019-a004-w013	w-s019-a004-w009	ر ب ب	ش ي ب	4	3	5	2	1	2	intra_ayah:19:4:root:20
co-19_4-00035	19:4	w-s019-a004-w002	w-s019-a004-w005	ر ب ب	ع ظ م	3	2	6	2	20	22	intra_ayah:19:4:root:21
co-19_4-00036	19:4	w-s019-a004-w013	w-s019-a004-w005	ر ب ب	ع ظ م	8	2	6	2	20	22	intra_ayah:19:4:root:21
co-19_4-00037	19:4	w-s019-a004-w002	w-s019-a004-w001	ر ب ب	ق و ل	1	1	9	2	329	501	intra_ayah:19:4:root:22
co-19_4-00038	19:4	w-s019-a004-w013	w-s019-a004-w001	ر ب ب	ق و ل	12	1	9	2	329	501	intra_ayah:19:4:root:22
co-19_4-00039	19:4	w-s019-a004-w002	w-s019-a004-w011	ر ب ب	ك و ن	9	2	6	2	159	222	intra_ayah:19:4:root:23
co-19_4-00040	19:4	w-s019-a004-w013	w-s019-a004-w011	ر ب ب	ك و ن	2	2	6	2	159	222	intra_ayah:19:4:root:23
co-19_4-00041	19:4	w-s019-a004-w002	w-s019-a004-w004	ر ب ب	و ه ن	2	1	7	2	2	3	intra_ayah:19:4:root:24
co-19_4-00042	19:4	w-s019-a004-w013	w-s019-a004-w004	ر ب ب	و ه ن	9	1	7	2	2	3	intra_ayah:19:4:root:24
co-19_4-00043	19:4	w-s019-a004-w007	w-s019-a004-w014	ش ع ل	ش ق و	7	6	6	1	1	1	intra_ayah:19:4:root:25
co-19_4-00044	19:4	w-s019-a004-w007	w-s019-a004-w009	ش ع ل	ش ي ب	2	2	2	1	1	1	intra_ayah:19:4:root:26
co-19_4-00045	19:4	w-s019-a004-w007	w-s019-a004-w005	ش ع ل	ع ظ م	2	1	1	1	1	1	intra_ayah:19:4:root:27
