word_id	morpheme_ids	root_id	binding_status
w-s071-a000-w001	m-w-s071-a000-w001-02	root_000745	resolved_source_exact
w-s071-a000-w002	m-w-s071-a000-w002-01	root_000047	resolved_normalized_exact
w-s071-a000-w003	m-w-s071-a000-w003-02	root_000552	resolved_source_exact
w-s071-a000-w004	m-w-s071-a000-w004-02	root_000552	resolved_source_exact
w-s071-a001-w002	m-w-s071-a001-w002-01	root_000563	resolved_source_exact
w-s071-a001-w005	m-w-s071-a001-w005-01	root_001273	resolved_source_exact
w-s071-a001-w007	m-w-s071-a001-w007-01	root_001488	resolved_source_exact
w-s071-a001-w008	m-w-s071-a001-w008-01	root_001273	resolved_source_exact
w-s071-a001-w010	m-w-s071-a001-w010-01	root_001198	resolved_source_exact
w-s071-a001-w012	m-w-s071-a001-w012-01	root_000009	resolved_normalized_exact
w-s071-a001-w013	m-w-s071-a001-w013-01	root_000994	resolved_source_exact
w-s071-a001-w014	m-w-s071-a001-w014-01	root_000046	resolved_normalized_exact
w-s071-a002-w001	m-w-s071-a002-w001-01	root_001272	resolved_source_exact
w-s071-a002-w002	m-w-s071-a002-w002-02	root_001273	resolved_source_exact
w-s071-a002-w005	m-w-s071-a002-w005-01	root_001488	resolved_source_exact
w-s071-a002-w006	m-w-s071-a002-w006-01	root_000170	resolved_source_exact
w-s071-a003-w002	m-w-s071-a003-w002-01	root_000973	resolved_source_exact
w-s071-a003-w003	m-w-s071-a003-w003-01	root_000047	resolved_normalized_exact
w-s071-a003-w004	m-w-s071-a003-w004-02	root_001677	resolved_source_exact
w-s071-a003-w005	m-w-s071-a003-w005-02	root_000956	resolved_source_exact
w-s071-a004-w001	m-w-s071-a004-w001-01	root_001096	resolved_source_exact
w-s071-a004-w004	m-w-s071-a004-w004-01	root_000521	resolved_source_exact
w-s071-a004-w005	m-w-s071-a004-w005-02	root_000019	resolved_normalized_exact
w-s071-a004-w007	m-w-s071-a004-w007-01	root_000016	resolved_normalized_exact
w-s071-a004-w008	m-w-s071-a004-w008-01	root_000745	resolved_source_exact
w-s071-a004-w010	m-w-s071-a004-w010-01	root_000016	resolved_normalized_exact
w-s071-a004-w011	m-w-s071-a004-w011-01	root_000047	resolved_normalized_exact
w-s071-a004-w013	m-w-s071-a004-w013-01	root_000281	resolved_source_exact
w-s071-a004-w015	m-w-s071-a004-w015-01	root_000019	resolved_normalized_exact
w-s071-a004-w017	m-w-s071-a004-w017-01	root_001332	resolved_source_exact
w-s071-a004-w018	m-w-s071-a004-w018-01	root_001040	resolved_source_exact
w-s071-a005-w001	m-w-s071-a005-w001-01	root_001272	resolved_source_exact
w-s071-a005-w002	m-w-s071-a005-w002-01	root_000532	resolved_source_exact
w-s071-a005-w004	m-w-s071-a005-w004-01	root_000478	resolved_source_exact
w-s071-a005-w005	m-w-s071-a005-w005-01	root_001273	resolved_source_exact
w-s071-a005-w006	m-w-s071-a005-w006-01	root_001392	resolved_source_exact
w-s071-a005-w007	m-w-s071-a005-w007-02	root_001559	resolved_source_exact
w-s071-a006-w002	m-w-s071-a006-w002-01	root_000657	resolved_source_exact
w-s071-a006-w003	m-w-s071-a006-w003-01	root_000478	resolved_source_exact
w-s071-a006-w005	m-w-s071-a006-w005-01	root_001142	resolved_source_exact
w-s071-a007-w002	m-w-s071-a007-w002-01	root_001315	resolved_source_exact
w-s071-a007-w003	m-w-s071-a007-w003-01	root_000478	resolved_source_exact
w-s071-a007-w004	m-w-s071-a007-w004-02	root_001096	resolved_source_exact
w-s071-a007-w006	m-w-s071-a007-w006-01	root_000248	resolved_source_exact
w-s071-a007-w007	m-w-s071-a007-w007-01	root_000841	resolved_source_exact
w-s071-a007-w009	m-w-s071-a007-w009-01	root_000022	resolved_normalized_exact
w-s071-a007-w010	m-w-s071-a007-w010-02	root_001088	resolved_source_exact
w-s071-a007-w011	m-w-s071-a007-w011-01	root_000209	resolved_source_exact
w-s071-a007-w012	m-w-s071-a007-w012-02	root_000856	resolved_source_exact
w-s071-a007-w013	m-w-s071-a007-w013-02	root_001281	resolved_source_exact
w-s071-a007-w014	m-w-s071-a007-w014-01	root_001281	resolved_source_exact
w-s071-a008-w003	m-w-s071-a008-w003-01	root_000478	resolved_source_exact
w-s071-a008-w004	m-w-s071-a008-w004-01	root_000269	resolved_source_exact
w-s071-a009-w003	m-w-s071-a009-w003-01	root_001041	resolved_source_exact
w-s071-a009-w005	m-w-s071-a009-w005-02	root_000697	resolved_source_exact
w-s071-a009-w007	m-w-s071-a009-w007-01	root_000697	resolved_source_exact
w-s071-a010-w001	m-w-s071-a010-w001-02	root_001272	resolved_source_exact
w-s071-a010-w002	m-w-s071-a010-w002-01	root_001096	resolved_source_exact
w-s071-a010-w003	m-w-s071-a010-w003-01	root_000532	resolved_source_exact
w-s071-a010-w005	m-w-s071-a010-w005-01	root_001332	resolved_source_exact
w-s071-a010-w006	m-w-s071-a010-w006-01	root_001096	resolved_source_exact
w-s071-a011-w001	m-w-s071-a011-w001-01	root_000563	resolved_source_exact
w-s071-a011-w002	m-w-s071-a011-w002-02	root_000745	resolved_source_exact
w-s071-a011-w004	m-w-s071-a011-w004-01	root_000469	resolved_source_exact
w-s071-a012-w001	m-w-s071-a012-w001-02	root_001407	resolved_source_exact
