word_id	morpheme_ids	root_id	binding_status
w-s067-a000-w001	m-w-s067-a000-w001-02	root_000745	resolved_source_exact
w-s067-a000-w002	m-w-s067-a000-w002-01	root_000047	resolved_normalized_exact
w-s067-a000-w003	m-w-s067-a000-w003-02	root_000552	resolved_source_exact
w-s067-a000-w004	m-w-s067-a000-w004-02	root_000552	resolved_source_exact
w-s067-a001-w001	m-w-s067-a001-w001-01	root_000109	resolved_source_exact
w-s067-a001-w003	m-w-s067-a001-w003-02	root_001693	resolved_source_exact
w-s067-a001-w004	m-w-s067-a001-w004-02	root_001444	resolved_source_exact
w-s067-a001-w007	m-w-s067-a001-w007-01	root_001315	resolved_source_exact
w-s067-a001-w008	m-w-s067-a001-w008-01	root_000831	resolved_source_exact
w-s067-a001-w009	m-w-s067-a001-w009-01	root_001205	resolved_source_exact
w-s067-a002-w002	m-w-s067-a002-w002-01	root_000434	resolved_source_exact
w-s067-a002-w003	m-w-s067-a002-w003-02	root_001454	resolved_source_exact
w-s067-a002-w004	m-w-s067-a002-w004-03	root_000383	resolved_source_exact
w-s067-a002-w005	m-w-s067-a002-w005-02	root_000153	resolved_source_exact
w-s067-a002-w007	m-w-s067-a002-w007-01	root_000323	resolved_source_exact
w-s067-a002-w008	m-w-s067-a002-w008-01	root_001046	resolved_source_exact
w-s067-a002-w010	m-w-s067-a002-w010-02	root_001008	resolved_source_exact
w-s067-a002-w011	m-w-s067-a002-w011-02	root_001096	resolved_source_exact
w-s067-a003-w002	m-w-s067-a003-w002-01	root_000434	resolved_source_exact
w-s067-a003-w003	m-w-s067-a003-w003-01	root_000669	resolved_source_exact
w-s067-a003-w004	m-w-s067-a003-w004-01	root_000745	resolved_source_exact
w-s067-a003-w005	m-w-s067-a003-w005-01	root_000927	resolved_source_exact
w-s067-a003-w007	m-w-s067-a003-w007-01	root_000531	resolved_normalized_exact
w-s067-a003-w009	m-w-s067-a003-w009-01	root_000434	resolved_source_exact
w-s067-a003-w010	m-w-s067-a003-w010-02	root_000552	resolved_source_exact
w-s067-a003-w012	m-w-s067-a003-w012-01	root_001183	resolved_source_exact
w-s067-a003-w013	m-w-s067-a003-w013-02	root_000544	resolved_source_exact
w-s067-a003-w014	m-w-s067-a003-w014-02	root_000121	resolved_source_exact
w-s067-a003-w016	m-w-s067-a003-w016-01	root_000531	resolved_normalized_exact
w-s067-a003-w018	m-w-s067-a003-w018-01	root_001165	resolved_source_exact
w-s067-a004-w002	m-w-s067-a004-w002-01	root_000544	resolved_source_exact
w-s067-a004-w003	m-w-s067-a004-w003-02	root_000121	resolved_source_exact
w-s067-a004-w004	m-w-s067-a004-w004-01	root_001292	resolved_source_exact
w-s067-a004-w005	m-w-s067-a004-w005-01	root_001248	resolved_source_exact
w-s067-a004-w007	m-w-s067-a004-w007-02	root_000121	resolved_source_exact
w-s067-a004-w008	m-w-s067-a004-w008-01	root_000408	resolved_normalized_exact
w-s067-a004-w010	m-w-s067-a004-w010-01	root_000320	resolved_source_exact
w-s067-a005-w002	m-w-s067-a005-w002-01	root_000660	resolved_source_exact
w-s067-a005-w003	m-w-s067-a005-w003-02	root_000745	resolved_source_exact
w-s067-a005-w004	m-w-s067-a005-w004-02	root_000493	resolved_source_exact
w-s067-a005-w005	m-w-s067-a005-w005-02	root_000839	resolved_source_exact
w-s067-a005-w006	m-w-s067-a005-w006-02	root_000248	resolved_source_exact
w-s067-a005-w007	m-w-s067-a005-w007-01	root_000547	resolved_source_exact
w-s067-a005-w008	m-w-s067-a005-w008-03	root_000796	resolved_source_exact
w-s067-a005-w009	m-w-s067-a005-w009-02	root_000978	resolved_source_exact
w-s067-a005-w011	m-w-s067-a005-w011-01	root_000994	resolved_source_exact
w-s067-a005-w012	m-w-s067-a005-w012-02	root_000708	resolved_source_exact
w-s067-a006-w002	m-w-s067-a006-w002-01	root_001307	resolved_source_exact
