attachment_unit_id	ayah_ref	qac_ayah_ref	unit_index	word_id	qac_word_ref	morpheme_ids	attachment_surfaces	attachment_roots	prep_bases	binding_method	binding_status
q:1:1:1	67:0	1:1	1	w-s067-a000-w001	1:1:1	m-w-s067-a000-w001-01	بِسْمِ		بـ	position_crosswalk	morpheme_aligned
q:1:1:2	67:0	1:1	2	w-s067-a000-w001	1:1:1	m-w-s067-a000-w001-02	بِسْمِ	س م و	بـ	position_crosswalk	morpheme_aligned
q:1:1:3	67:0	1:1	3	w-s067-a000-w002	1:1:2	m-w-s067-a000-w002-01	اللَّهِ	أ ل ه		position_crosswalk	morpheme_aligned
q:1:1:4	67:0	1:1	4	w-s067-a000-w003	1:1:3	m-w-s067-a000-w003-02	الرَّحْمَنِ	ر ح م		position_crosswalk	morpheme_aligned
q:1:1:5	67:0	1:1	5	w-s067-a000-w003	1:1:3	m-w-s067-a000-w003-02	الرَّحِيمِ	ر ح م		surface_root_sequence_fallback	morpheme_aligned
q:67:1:1	67:1	67:1	1	w-s067-a001-w001	67:1:1	m-w-s067-a001-w001-01	تَبَارَكَ	ب ر ك		position_crosswalk	morpheme_aligned
q:67:1:2	67:1	67:1	2	w-s067-a001-w002	67:1:2	m-w-s067-a001-w002-01	الَّذِي	ل ل ذ		position_crosswalk	morpheme_aligned
q:67:1:3	67:1	67:1	3	w-s067-a001-w003	67:1:3	m-w-s067-a001-w003-01			بـ	position_crosswalk	morpheme_aligned
q:67:1:4	67:1	67:1	4	w-s067-a001-w003	67:1:3	m-w-s067-a001-w003-02	بِيَدِهِ	ي د ي	بـ	position_crosswalk	morpheme_aligned
q:67:1:5	67:1	67:1	5	w-s067-a001-w004	67:1:4	m-w-s067-a001-w004-02	الْمُلْكُ	م ل ك	بـ	position_crosswalk	morpheme_aligned
q:67:1:7	67:1	67:1	7	w-s067-a001-w005	67:1:5	m-w-s067-a001-w005-02	وَهُوَ			position_crosswalk	morpheme_aligned
q:67:1:8	67:1	67:1	8	w-s067-a001-w006	67:1:6	m-w-s067-a001-w006-01			عَلَى	position_crosswalk	morpheme_aligned
q:67:1:9	67:1	67:1	9	w-s067-a001-w007	67:1:7	m-w-s067-a001-w007-01	كُلِّ	ك ل ل	عَلَى	position_crosswalk	morpheme_aligned
q:67:1:10	67:1	67:1	10	w-s067-a001-w008	67:1:8	m-w-s067-a001-w008-01	شَيْءٍ	ش ي ء		position_crosswalk	morpheme_aligned
q:67:1:11	67:1	67:1	11	w-s067-a001-w009	67:1:9	m-w-s067-a001-w009-01	قَدِيرٌ	ق د ر	عَلَى	position_crosswalk	morpheme_aligned
q:67:2:1	67:2	67:2	1	w-s067-a002-w001	67:2:1	m-w-s067-a002-w001-01	الَّذِي	ل ل ذ		position_crosswalk	morpheme_aligned
q:67:2:2	67:2	67:2	2	w-s067-a002-w002	67:2:2	m-w-s067-a002-w002-01	خَلَقَ	خ ل ق		position_crosswalk	morpheme_aligned
q:67:2:3	67:2	67:2	3	w-s067-a002-w003	67:2:3	m-w-s067-a002-w003-02	الْمَوْتَ	م و ت		position_crosswalk	morpheme_aligned
q:67:2:5	67:2	67:2	5	w-s067-a002-w004	67:2:4	m-w-s067-a002-w004-03	وَالْحَيَاةَ	ح ي ي		position_crosswalk	morpheme_aligned
q:67:2:7	67:2	67:2	7	w-s067-a002-w005	67:2:5	m-w-s067-a002-w005-02;m-w-s067-a002-w005-03	لِيَبْلُوَكُمْ	ب ل و		position_crosswalk	morpheme_aligned
