syntax_edge_id	attachment_edge_id	ayah_ref	source_word_id	target_word_id	prep_word_id	source_morpheme_id	target_morpheme_id	prep_morpheme_id	source_qac_ref	target_qac_ref	prep_qac_ref	source_attachment_unit_id	target_attachment_unit_id	prep_attachment_unit_id	source_position	target_position	prep_position	relation	status	confidence	source_part	target_part	source_form_tag	target_form_tag	object_type	prep_base	binding_status	evidence	reason	source_pointer
sx-67_0-00001	ae:v3:s001:001:pass1:attach:a1	67:0	w-s067-a000-w001	w-s067-a000-w001	w-s067-a000-w001	m-w-s067-a000-w001-01	m-w-s067-a000-w001-02	m-w-s067-a000-w001-01	1:1:1:1	1:1:1:2	1:1:1:1	q:1:1:1	q:1:1:2	q:1:1:1	1	2	1	prep_complement	strongly_licensed	high			PREP	NOUN_ABSTRACT		بـ	position_morpheme_aligned	case_government;formulaic_construction	سْمِ is governed by the prefixed بِ in the formula بِسْمِ.	resources/attachments.tsv:2
sx-67_0-00002	ae:v3:s001:001:pass1:attach:a2	67:0	w-s067-a000-w001	w-s067-a000-w002		m-w-s067-a000-w001-02	m-w-s067-a000-w002-01		1:1:1:2	1:1:2:1		q:1:1:2	q:1:1:3		2	3		idafa	syntactically_forced	high			NOUN_ABSTRACT	NOUN_PROP			position_morpheme_aligned	case_government;local_syntax	ٱللَّهِ is the genitive muḍāf ilayhi of سْمِ.	resources/attachments.tsv:3
sx-67_0-00003	ae:v3:s001:001:pass1:attach:a3	67:0	w-s067-a000-w002	w-s067-a000-w003		m-w-s067-a000-w002-01	m-w-s067-a000-w003-02		1:1:2:1	1:1:3:2		q:1:1:3	q:1:1:4		3	4		adjective	strongly_licensed	high			NOUN_PROP	NOUN_PROP			position_morpheme_aligned	agreement;local_syntax	ٱلرَّحْمَٰنِ follows ٱللَّهِ in genitive definiteness as an adjectival divine epithet.	resources/attachments.tsv:4
sx-67_0-00004	ae:v3:s001:001:pass1:attach:a4	67:0	w-s067-a000-w002	w-s067-a000-w003		m-w-s067-a000-w002-01	m-w-s067-a000-w003-02		1:1:2:1	1:1:3:2		q:1:1:3	q:1:1:5		3	5		adjective	strongly_licensed	high			NOUN_PROP	NOUN_PROP			fallback_morpheme_aligned	agreement;local_syntax	ٱلرَّحِيمِ follows ٱللَّهِ in the same genitive adjectival series.	resources/attachments.tsv:5
sx-67_1-00005	ae:v3:s067:001:pass1:attach:a1	67:1	w-s067-a001-w001	w-s067-a001-w002		m-w-s067-a001-w001-01	m-w-s067-a001-w002-01		67:1:1:1	67:1:2:1		q:67:1:1	q:67:1:2		1	2		subject	strongly_licensed	high			PV	REL_PRON			position_morpheme_aligned	word_order;local_syntax	ٱلَّذِي is the explicit subject of تَبَارَكَ.	resources/attachments.tsv:54491
sx-67_1-00006	ae:v3:s067:001:pass1:attach:a2	67:1	w-s067-a001-w004	w-s067-a001-w003	w-s067-a001-w003	m-w-s067-a001-w004-02	m-w-s067-a001-w003-02	m-w-s067-a001-w003-01	67:1:4:2	67:1:3:2	67:1:3:1	q:67:1:5	q:67:1:4	q:67:1:3	5	4	3	prep_complement	syntactically_forced	high			NOUN_ABSTRACT	NOUN_CONCRETE		بـ	position_morpheme_aligned	case_government;local_syntax	يَدِهِ is governed by بِ and forms the fronted predicate for ٱلْمُلْكُ.	resources/attachments.tsv:54492
sx-67_1-00007	ae:v3:s067:001:pass1:attach:a3	67:1	w-s067-a001-w003	w-s067-a001-w003		m-w-s067-a001-w003-02	m-w-s067-a001-w003-02		67:1:3:2	67:1:3:2		q:67:1:4	q:67:1:4		4	4		idafa	syntactically_forced	high		possessive_suffix	NOUN_CONCRETE				position_morpheme_aligned	morphology	The suffix ـهِ in يَدِهِ is the possessor of يَدِ.	resources/attachments.tsv:54493
sx-67_1-00008	ae:v3:s067:001:pass1:attach:a4	67:1	w-s067-a001-w004	w-s067-a001-w003		m-w-s067-a001-w004-02	m-w-s067-a001-w003-02		67:1:4:2	67:1:3:2		q:67:1:5	q:67:1:4		5	4		predication	strongly_licensed	high			NOUN_ABSTRACT	NOUN_CONCRETE			position_morpheme_aligned	word_order;local_syntax	بِيَدِهِ is the fronted predicate of ٱلْمُلْكُ.	resources/attachments.tsv:54494
sx-67_1-00009	ae:v3:s067:001:pass1:attach:a5	67:1	w-s067-a001-w005	w-s067-a001-w009		m-w-s067-a001-w005-02	m-w-s067-a001-w009-01		67:1:5:2	67:1:9:1		q:67:1:7	q:67:1:11		7	11		predication	strongly_licensed	high			PRON	ADJ_QUALIT			position_morpheme_aligned	local_syntax;agreement	قَدِيرٌ is the predicate of هُوَ.	resources/attachments.tsv:54495
sx-67_1-00010	ae:v3:s067:001:pass1:attach:a6	67:1	w-s067-a001-w009	w-s067-a001-w007	w-s067-a001-w006	m-w-s067-a001-w009-01	m-w-s067-a001-w007-01	m-w-s067-a001-w006-01	67:1:9:1	67:1:7:1	67:1:6:1	q:67:1:11	q:67:1:9	q:67:1:8	11	9	8	prep_complement	syntactically_forced	high			ADJ_QUALIT	NOUN_ABSTRACT		عَلَى	position_morpheme_aligned	case_government;local_syntax	كُلِّ is governed by عَلَى as the complement of قَدِيرٌ.	resources/attachments.tsv:54496
sx-67_1-00011	ae:v3:s067:001:pass1:attach:a7	67:1	w-s067-a001-w007	w-s067-a001-w008		m-w-s067-a001-w007-01	m-w-s067-a001-w008-01		67:1:7:1	67:1:8:1		q:67:1:9	q:67:1:10		9	10		idafa	syntactically_forced	high			NOUN_ABSTRACT	NOUN_ABSTRACT			position_morpheme_aligned	morphology	شَىْءٍ is the genitive complement of the construct كُلِّ.	resources/attachments.tsv:54497
