source_token_id	ayah_ref	source_token_index	surface_ar	word_ids	qac_word_refs	binding_status
t-s067-a000-w001	67:0	1	بِسْمِ	w-s067-a000-w001	1:1:1	one_to_one
t-s067-a000-w002	67:0	2	ٱللَّهِ	w-s067-a000-w002	1:1:2	one_to_one
t-s067-a000-w003	67:0	3	ٱلرَّحْمَٰنِ	w-s067-a000-w003	1:1:3	one_to_one
t-s067-a000-w004	67:0	4	ٱلرَّحِيمِ	w-s067-a000-w004	1:1:4	one_to_one
t-s067-a001-w001	67:1	1	تَبَٰرَكَ	w-s067-a001-w001	67:1:1	one_to_one
t-s067-a001-w002	67:1	2	ٱلَّذِى	w-s067-a001-w002	67:1:2	one_to_one
t-s067-a001-w003	67:1	3	بِيَدِهِ	w-s067-a001-w003	67:1:3	one_to_one
t-s067-a001-w004	67:1	4	ٱلْمُلْكُ	w-s067-a001-w004	67:1:4	one_to_one
t-s067-a001-w005	67:1	5	وَهُوَ	w-s067-a001-w005	67:1:5	one_to_one
t-s067-a001-w006	67:1	6	عَلَىٰ	w-s067-a001-w006	67:1:6	one_to_one
t-s067-a001-w007	67:1	7	كُلِّ	w-s067-a001-w007	67:1:7	one_to_one
t-s067-a001-w008	67:1	8	شَىْءٍۢ	w-s067-a001-w008	67:1:8	one_to_one
t-s067-a001-w009	67:1	9	قَدِيرٌ	w-s067-a001-w009	67:1:9	one_to_one
t-s067-a002-w001	67:2	1	ٱلَّذِى	w-s067-a002-w001	67:2:1	one_to_one
t-s067-a002-w002	67:2	2	خَلَقَ	w-s067-a002-w002	67:2:2	one_to_one
t-s067-a002-w003	67:2	3	ٱلْمَوْتَ	w-s067-a002-w003	67:2:3	one_to_one
t-s067-a002-w004	67:2	4	وَٱلْحَيَوٰةَ	w-s067-a002-w004	67:2:4	one_to_one
t-s067-a002-w005	67:2	5	لِيَبْلُوَكُمْ	w-s067-a002-w005	67:2:5	one_to_one
t-s067-a002-w006	67:2	6	أَيُّكُمْ	w-s067-a002-w006	67:2:6	one_to_one
t-s067-a002-w007	67:2	7	أَحْسَنُ	w-s067-a002-w007	67:2:7	one_to_one
t-s067-a002-w008	67:2	8	عَمَلًۭا	w-s067-a002-w008	67:2:8	one_to_one
t-s067-a002-w009	67:2	9	وَهُوَ	w-s067-a002-w009	67:2:9	one_to_one
t-s067-a002-w010	67:2	10	ٱلْعَزِيزُ	w-s067-a002-w010	67:2:10	one_to_one
t-s067-a002-w011	67:2	11	ٱلْغَفُورُ	w-s067-a002-w011	67:2:11	one_to_one
t-s067-a003-w001	67:3	1	ٱلَّذِى	w-s067-a003-w001	67:3:1	one_to_one
t-s067-a003-w002	67:3	2	خَلَقَ	w-s067-a003-w002	67:3:2	one_to_one
t-s067-a003-w003	67:3	3	سَبْعَ	w-s067-a003-w003	67:3:3	one_to_one
t-s067-a003-w004	67:3	4	سَمَٰوَٰتٍۢ	w-s067-a003-w004	67:3:4	one_to_one
t-s067-a003-w005	67:3	5	طِبَاقًۭا	w-s067-a003-w005	67:3:5	one_to_one
t-s067-a003-w006	67:3	6	مَّا	w-s067-a003-w006	67:3:6	one_to_one
t-s067-a003-w007	67:3	7	تَرَىٰ	w-s067-a003-w007	67:3:7	one_to_one
t-s067-a003-w008	67:3	8	فِى	w-s067-a003-w008	67:3:8	one_to_one
t-s067-a003-w009	67:3	9	خَلْقِ	w-s067-a003-w009	67:3:9	one_to_one
t-s067-a003-w010	67:3	10	ٱلرَّحْمَٰنِ	w-s067-a003-w010	67:3:10	one_to_one
t-s067-a003-w011	67:3	11	مِن	w-s067-a003-w011	67:3:11	one_to_one
t-s067-a003-w012	67:3	12	تَفَٰوُتٍۢ	w-s067-a003-w012	67:3:12	one_to_one
t-s067-a003-w013	67:3	13	فَٱرْجِعِ	w-s067-a003-w013	67:3:13	one_to_one
t-s067-a003-w014	67:3	14	ٱلْبَصَرَ	w-s067-a003-w014	67:3:14	one_to_one
t-s067-a003-w015	67:3	15	هَلْ	w-s067-a003-w015	67:3:15	one_to_one
t-s067-a003-w016	67:3	16	تَرَىٰ	w-s067-a003-w016	67:3:16	one_to_one
t-s067-a003-w017	67:3	17	مِن	w-s067-a003-w017	67:3:17	one_to_one
