surah	ayah	word_index	morpheme_index	qac_ref	surface_ar	lemma_ar	root_ar	root_norm	pos	morpheme_role	morph_features	aspect	mood	voice	measure	person	number	gender
48	1	1	1	48:1:1:1	إِنَّ	إِنّ			ACC	STEM	STEM|POS:ACC|LEM:<in~|SP:<in~							
48	1	1	2	48:1:1:2	ا				PRON	SUFFIX	SUFFIX|PRON:1P							
48	1	2	1	48:1:2:1	فَتَحْ	فَتَحَ	ف ت ح	ف ت ح	V	STEM	STEM|POS:V|PERF|LEM:fataHa|ROOT:ftH|1P	PERF						
48	1	2	2	48:1:2:2	نَا				PRON	SUFFIX	SUFFIX|PRON:1P							
48	1	3	1	48:1:3:1	لَ				P	PREFIX	PREFIX|l:P+							
48	1	3	2	48:1:3:2	كَ				PRON	STEM	STEM|POS:PRON|2MS							
48	1	4	1	48:1:4:1	فَتْحًا	فَتْح	ف ت ح	ف ت ح	N	STEM	STEM|POS:N|LEM:fatoH|ROOT:ftH|M|INDEF|ACC							
48	1	5	1	48:1:5:1	مُّبِينًا	مُّبِين	ب ي ن	ب ي ن	N	STEM	STEM|POS:N|ACT|PCPL|(IV)|LEM:m~ubiyn|ROOT:byn|M|INDEF|ACC			ACT	IV			
48	2	1	1	48:2:1:1	لِّ				PRP	PREFIX	PREFIX|l:PRP+							
48	2	1	2	48:2:1:2	يَغْفِرَ	غَفَرَ	غ ف ر	غ ف ر	V	STEM	STEM|POS:V|IMPF|LEM:gafara|ROOT:gfr|3MS|MOOD:SUBJ	IMPF	SUBJ					
48	2	2	1	48:2:2:1	لَ				P	PREFIX	PREFIX|l:P+							
48	2	2	2	48:2:2:2	كَ				PRON	STEM	STEM|POS:PRON|2MS							
48	2	3	1	48:2:3:1	ٱللَّهُ	ٱللَّه	ء ل ه	ء ل ه	PN	STEM	STEM|POS:PN|LEM:{ll~ah|ROOT:Alh|NOM							
48	2	4	1	48:2:4:1	مَا	مَا			REL	STEM	STEM|POS:REL|LEM:maA							
48	2	5	1	48:2:5:1	تَقَدَّمَ	تَقَدَّمَ	ق د م	ق د م	V	STEM	STEM|POS:V|PERF|(V)|LEM:taqad~ama|ROOT:qdm|3MS	PERF			V			
48	2	6	1	48:2:6:1	مِن	مِن			P	STEM	STEM|POS:P|LEM:min							
48	2	7	1	48:2:7:1	ذَنۢبِ	ذَنب	ذ ن ب	ذ ن ب	N	STEM	STEM|POS:N|LEM:*anb|ROOT:*nb|M|GEN							
48	2	7	2	48:2:7:2	كَ				PRON	SUFFIX	SUFFIX|PRON:2MS							
48	2	8	1	48:2:8:1	وَ				CONJ	PREFIX	PREFIX|w:CONJ+							
48	2	8	2	48:2:8:2	مَا	مَا			REL	STEM	STEM|POS:REL|LEM:maA							
48	2	9	1	48:2:9:1	تَأَخَّرَ	تَأَخَّرَ	ء خ ر	ء خ ر	V	STEM	STEM|POS:V|PERF|(V)|LEM:ta>ax~ara|ROOT:Axr|3MS	PERF			V			
48	2	10	1	48:2:10:1	وَ				CONJ	PREFIX	PREFIX|w:CONJ+							
48	2	10	2	48:2:10:2	يُتِمَّ	أَتَمَّ	ت م م	ت م م	V	STEM	STEM|POS:V|IMPF|(IV)|LEM:>atam~a|ROOT:tmm|3MS|MOOD:SUBJ	IMPF	SUBJ		IV			
48	2	11	1	48:2:11:1	نِعْمَتَ	نِعْمَة	ن ع م	ن ع م	N	STEM	STEM|POS:N|LEM:niEomap|ROOT:nEm|F|ACC							
48	2	11	2	48:2:11:2	هُۥ				PRON	SUFFIX	SUFFIX|PRON:3MS							
48	2	12	1	48:2:12:1	عَلَيْ	عَلَىٰ			P	STEM	STEM|POS:P|LEM:EalaY`							
48	2	12	2	48:2:12:2	كَ				PRON	SUFFIX	SUFFIX|PRON:2MS							
48	2	13	1	48:2:13:1	وَ				CONJ	PREFIX	PREFIX|w:CONJ+							
48	2	13	2	48:2:13:2	يَهْدِيَ	هَدَى	ه د ي	ه د ي	V	STEM	STEM|POS:V|IMPF|LEM:hadaY|ROOT:hdy|3MS|MOOD:SUBJ	IMPF	SUBJ					
48	2	13	3	48:2:13:3	كَ				PRON	SUFFIX	SUFFIX|PRON:2MS							
48	2	14	1	48:2:14:1	صِرَٰطًا	صِرَٰط	ص ر ط	ص ر ط	N	STEM	STEM|POS:N|LEM:Sira`T|ROOT:SrT|M|INDEF|ACC							
48	2	15	1	48:2:15:1	مُّسْتَقِيمًا	مُّسْتَقِيم	ق و م	ق و م	N	STEM	STEM|POS:N|ACT|PCPL|(X)|LEM:m~usotaqiym|ROOT:qwm|M|INDEF|ACC			ACT	X			
48	3	1	1	48:3:1:1	وَ				CONJ	PREFIX	PREFIX|w:CONJ+							
48	3	1	2	48:3:1:2	يَنصُرَ	نَصَرَ	ن ص ر	ن ص ر	V	STEM	STEM|POS:V|IMPF|LEM:naSara|ROOT:nSr|3MS|MOOD:SUBJ	IMPF	SUBJ					
48	3	1	3	48:3:1:3	كَ				PRON	SUFFIX	SUFFIX|PRON:2MS							
48	3	2	1	48:3:2:1	ٱللَّهُ	ٱللَّه	ء ل ه	ء ل ه	PN	STEM	STEM|POS:PN|LEM:{ll~ah|ROOT:Alh|NOM							
48	3	3	1	48:3:3:1	نَصْرًا	نَصْر	ن ص ر	ن ص ر	N	STEM	STEM|POS:N|LEM:naSor|ROOT:nSr|M|INDEF|ACC							
48	3	4	1	48:3:4:1	عَزِيزًا	عَزِيز	ع ز ز	ع ز ز	ADJ	STEM	STEM|POS:ADJ|LEM:Eaziyz|ROOT:Ezz|MS|INDEF|ACC							
48	4	1	1	48:4:1:1	هُوَ				PRON	STEM	STEM|POS:PRON|3MS							
48	4	2	1	48:4:2:1	ٱلَّذِىٓ	ٱلَّذِى			REL	STEM	STEM|POS:REL|LEM:{l~a*iY|MS							
48	4	3	1	48:4:3:1	أَنزَلَ	أَنزَلَ	ن ز ل	ن ز ل	V	STEM	STEM|POS:V|PERF|(IV)|LEM:>anzala|ROOT:nzl|3MS	PERF			IV			
48	4	4	1	48:4:4:1	ٱل				DET	PREFIX	PREFIX|Al+							
48	4	4	2	48:4:4:2	سَّكِينَةَ	سَكِينَة	س ك ن	س ك ن	N	STEM	STEM|POS:N|LEM:sakiynap|ROOT:skn|F|ACC							
48	4	5	1	48:4:5:1	فِى	فِى			P	STEM	STEM|POS:P|LEM:fiY							
48	4	6	1	48:4:6:1	قُلُوبِ	قَلْب	ق ل ب	ق ل ب	N	STEM	STEM|POS:N|LEM:qalob|ROOT:qlb|FP|GEN							
48	4	7	1	48:4:7:1	ٱلْ				DET	PREFIX	PREFIX|Al+							
48	4	7	2	48:4:7:2	مُؤْمِنِينَ	مُؤْمِن	ء م ن	ء م ن	N	STEM	STEM|POS:N|ACT|PCPL|(IV)|LEM:mu&omin|ROOT:Amn|MP|GEN			ACT	IV			
48	4	8	1	48:4:8:1	لِ				PRP	PREFIX	PREFIX|l:PRP+							
48	4	8	2	48:4:8:2	يَزْدَادُ	ٱزْدَادُ	ز ي د	ز ي د	V	STEM	STEM|POS:V|IMPF|(VIII)|LEM:{zodaAdu|ROOT:zyd|3MP|MOOD:SUBJ	IMPF	SUBJ		VIII			
48	4	8	3	48:4:8:3	وٓا۟				PRON	SUFFIX	SUFFIX|PRON:3MP							
48	4	9	1	48:4:9:1	إِيمَٰنًا	إِيمَٰن	ء م ن	ء م ن	N	STEM	STEM|POS:N|VN|(IV)|LEM:<iyma`n|ROOT:Amn|M|INDEF|ACC				IV			
48	4	10	1	48:4:10:1	مَّعَ	مَع			LOC	STEM	STEM|POS:LOC|LEM:maE|ACC							
48	4	11	1	48:4:11:1	إِيمَٰنِ	إِيمَٰن	ء م ن	ء م ن	N	STEM	STEM|POS:N|VN|(IV)|LEM:<iyma`n|ROOT:Amn|M|GEN				IV			
48	4	11	2	48:4:11:2	هِمْ				PRON	SUFFIX	SUFFIX|PRON:3MP							
48	4	12	1	48:4:12:1	وَ				CONJ	PREFIX	PREFIX|w:CONJ+							
48	4	12	2	48:4:12:2	لِ				P	PREFIX	PREFIX|l:P+							
48	4	12	3	48:4:12:3	لَّهِ	ٱللَّه	ء ل ه	ء ل ه	PN	STEM	STEM|POS:PN|LEM:{ll~ah|ROOT:Alh|GEN							
48	4	13	1	48:4:13:1	جُنُودُ	جُند	ج ن د	ج ن د	N	STEM	STEM|POS:N|LEM:jund|ROOT:jnd|MP|NOM							
48	4	14	1	48:4:14:1	ٱل				DET	PREFIX	PREFIX|Al+							
48	4	14	2	48:4:14:2	سَّمَٰوَٰتِ	سَمَآء	س م و	س م و	N	STEM	STEM|POS:N|LEM:samaA^'|ROOT:smw|FP|GEN							
48	4	15	1	48:4:15:1	وَ				CONJ	PREFIX	PREFIX|w:CONJ+							
48	4	15	2	48:4:15:2	ٱلْ				DET	PREFIX	PREFIX|Al+							
48	4	15	3	48:4:15:3	أَرْضِ	أَرْض	ء ر ض	ء ر ض	N	STEM	STEM|POS:N|LEM:>aroD|ROOT:ArD|F|GEN							
48	4	16	1	48:4:16:1	وَ				CONJ	PREFIX	PREFIX|w:CONJ+							
48	4	16	2	48:4:16:2	كَانَ	كَانَ	ك و ن	ك و ن	V	STEM	STEM|POS:V|PERF|LEM:kaAna|ROOT:kwn|SP:kaAn|3MS	PERF						
48	4	17	1	48:4:17:1	ٱللَّهُ	ٱللَّه	ء ل ه	ء ل ه	PN	STEM	STEM|POS:PN|LEM:{ll~ah|ROOT:Alh|NOM							
48	4	18	1	48:4:18:1	عَلِيمًا	عَلِيم	ع ل م	ع ل م	N	STEM	STEM|POS:N|LEM:Ealiym|ROOT:Elm|MS|INDEF|ACC							
48	4	19	1	48:4:19:1	حَكِيمًا	حَكِيم	ح ك م	ح ك م	ADJ	STEM	STEM|POS:ADJ|LEM:Hakiym|ROOT:Hkm|MS|INDEF|ACC							
48	5	1	1	48:5:1:1	لِّ				PRP	PREFIX	PREFIX|l:PRP+							
48	5	1	2	48:5:1:2	يُدْخِلَ	أُدْخِلَ	د خ ل	د خ ل	V	STEM	STEM|POS:V|IMPF|(IV)|LEM:>udoxila|ROOT:dxl|3MS|MOOD:SUBJ	IMPF	SUBJ		IV			
48	5	2	1	48:5:2:1	ٱلْ				DET	PREFIX	PREFIX|Al+							
48	5	2	2	48:5:2:2	مُؤْمِنِينَ	مُؤْمِن	ء م ن	ء م ن	N	STEM	STEM|POS:N|ACT|PCPL|(IV)|LEM:mu&omin|ROOT:Amn|MP|ACC			ACT	IV			
48	5	3	1	48:5:3:1	وَ				CONJ	PREFIX	PREFIX|w:CONJ+							
48	5	3	2	48:5:3:2	ٱلْ				DET	PREFIX	PREFIX|Al+							
48	5	3	3	48:5:3:3	مُؤْمِنَٰتِ	مُّؤْمِنَٰت	ء م ن	ء م ن	N	STEM	STEM|POS:N|ACT|PCPL|(IV)|LEM:m~u&omina`t|ROOT:Amn|FP|ACC			ACT	IV			
48	5	4	1	48:5:4:1	جَنَّٰتٍ	جَنَّة	ج ن ن	ج ن ن	N	STEM	STEM|POS:N|LEM:jan~ap|ROOT:jnn|FP|INDEF|GEN							
48	5	5	1	48:5:5:1	تَجْرِى	جَرَيْ	ج ر ي	ج ر ي	V	STEM	STEM|POS:V|IMPF|LEM:jarayo|ROOT:jry|3FS	IMPF						
48	5	6	1	48:5:6:1	مِن	مِن			P	STEM	STEM|POS:P|LEM:min							
48	5	7	1	48:5:7:1	تَحْتِ	تَحْت	ت ح ت	ت ح ت	N	STEM	STEM|POS:N|LEM:taHot|ROOT:tHt|GEN							
48	5	7	2	48:5:7:2	هَا				PRON	SUFFIX	SUFFIX|PRON:3FS							
48	5	8	1	48:5:8:1	ٱلْ				DET	PREFIX	PREFIX|Al+							
48	5	8	2	48:5:8:2	أَنْهَٰرُ	نَهَر	ن ه ر	ن ه ر	N	STEM	STEM|POS:N|LEM:nahar|ROOT:nhr|MP|NOM							
48	5	9	1	48:5:9:1	خَٰلِدِينَ	خَٰلِد	خ ل د	خ ل د	N	STEM	STEM|POS:N|ACT|PCPL|LEM:xa`lid|ROOT:xld|MP|ACC			ACT				
48	5	10	1	48:5:10:1	فِي	فِى			P	STEM	STEM|POS:P|LEM:fiY							
48	5	10	2	48:5:10:2	هَا				PRON	SUFFIX	SUFFIX|PRON:3FS							
48	5	11	1	48:5:11:1	وَ				CONJ	PREFIX	PREFIX|w:CONJ+							
48	5	11	2	48:5:11:2	يُكَفِّرَ	كَفَّرَ	ك ف ر	ك ف ر	V	STEM	STEM|POS:V|IMPF|(II)|LEM:kaf~ara|ROOT:kfr|3MS|MOOD:SUBJ	IMPF	SUBJ		II			
48	5	12	1	48:5:12:1	عَنْ	عَن			P	STEM	STEM|POS:P|LEM:Ean							
48	5	12	2	48:5:12:2	هُمْ				PRON	SUFFIX	SUFFIX|PRON:3MP							
48	5	13	1	48:5:13:1	سَيِّـَٔاتِ	سَيِّـَٔات	س و ء	س و ء	N	STEM	STEM|POS:N|LEM:say~i_#aAt|ROOT:swA|FP|GEN							
48	5	13	2	48:5:13:2	هِمْ				PRON	SUFFIX	SUFFIX|PRON:3MP							
48	5	14	1	48:5:14:1	وَ				CONJ	PREFIX	PREFIX|w:CONJ+							
48	5	14	2	48:5:14:2	كَانَ	كَانَ	ك و ن	ك و ن	V	STEM	STEM|POS:V|PERF|LEM:kaAna|ROOT:kwn|SP:kaAn|3MS	PERF						
48	5	15	1	48:5:15:1	ذَٰلِكَ	ذَٰلِك			DEM	STEM	STEM|POS:DEM|LEM:*a`lik|MS							
48	5	16	1	48:5:16:1	عِندَ	عِند	ع ن د	ع ن د	LOC	STEM	STEM|POS:LOC|LEM:Eind|ROOT:End|ACC							
48	5	17	1	48:5:17:1	ٱللَّهِ	ٱللَّه	ء ل ه	ء ل ه	PN	STEM	STEM|POS:PN|LEM:{ll~ah|ROOT:Alh|GEN							
48	5	18	1	48:5:18:1	فَوْزًا	فَوْز	ف و ز	ف و ز	N	STEM	STEM|POS:N|LEM:fawoz|ROOT:fwz|M|INDEF|ACC							
48	5	19	1	48:5:19:1	عَظِيمًا	عَظِيم	ع ظ م	ع ظ م	ADJ	STEM	STEM|POS:ADJ|LEM:EaZiym|ROOT:EZm|MS|INDEF|ACC							
48	6	1	1	48:6:1:1	وَ				CONJ	PREFIX	PREFIX|w:CONJ+							
48	6	1	2	48:6:1:2	يُعَذِّبَ	عَذَّبَ	ع ذ ب	ع ذ ب	V	STEM	STEM|POS:V|IMPF|(II)|LEM:Ea*~aba|ROOT:E*b|3MS|MOOD:SUBJ	IMPF	SUBJ		II			
48	6	2	1	48:6:2:1	ٱلْ				DET	PREFIX	PREFIX|Al+							
48	6	2	2	48:6:2:2	مُنَٰفِقِينَ	مُنَٰفِقُون	ن ف ق	ن ف ق	N	STEM	STEM|POS:N|ACT|PCPL|(III)|LEM:muna`fiquwn|ROOT:nfq|MP|ACC			ACT	III			
48	6	3	1	48:6:3:1	وَ				CONJ	PREFIX	PREFIX|w:CONJ+							
48	6	3	2	48:6:3:2	ٱلْ				DET	PREFIX	PREFIX|Al+							
48	6	3	3	48:6:3:3	مُنَٰفِقَٰتِ	مُنَٰفِقَٰت	ن ف ق	ن ف ق	N	STEM	STEM|POS:N|ACT|PCPL|(III)|LEM:muna`fiqa`t|ROOT:nfq|FP|ACC			ACT	III			
48	6	4	1	48:6:4:1	وَ				CONJ	PREFIX	PREFIX|w:CONJ+							
48	6	4	2	48:6:4:2	ٱلْ				DET	PREFIX	PREFIX|Al+							
48	6	4	3	48:6:4:3	مُشْرِكِينَ	مُشْرِك	ش ر ك	ش ر ك	N	STEM	STEM|POS:N|ACT|PCPL|(IV)|LEM:mu$orik|ROOT:$rk|MP|ACC			ACT	IV			
48	6	5	1	48:6:5:1	وَ				CONJ	PREFIX	PREFIX|w:CONJ+							
48	6	5	2	48:6:5:2	ٱلْ				DET	PREFIX	PREFIX|Al+							
48	6	5	3	48:6:5:3	مُشْرِكَٰتِ	مُشْرِكَٰت	ش ر ك	ش ر ك	N	STEM	STEM|POS:N|ACT|PCPL|(IV)|LEM:mu$orika`t|ROOT:$rk|FP|ACC			ACT	IV			
48	6	6	1	48:6:6:1	ٱل				DET	PREFIX	PREFIX|Al+							
48	6	6	2	48:6:6:2	ظَّآنِّينَ	ظَّآنِّين	ظ ن ن	ظ ن ن	ADJ	STEM	STEM|POS:ADJ|ACT|PCPL|LEM:Z~aA^n~iyn|ROOT:Znn|MP|ACC			ACT				
48	6	7	1	48:6:7:1	بِ				P	PREFIX	PREFIX|bi+							
48	6	7	2	48:6:7:2	ٱللَّهِ	ٱللَّه	ء ل ه	ء ل ه	PN	STEM	STEM|POS:PN|LEM:{ll~ah|ROOT:Alh|GEN							
48	6	8	1	48:6:8:1	ظَنَّ	ظَنّ	ظ ن ن	ظ ن ن	N	STEM	STEM|POS:N|LEM:Zan~|ROOT:Znn|M|ACC							
48	6	9	1	48:6:9:1	ٱل				DET	PREFIX	PREFIX|Al+							
48	6	9	2	48:6:9:2	سَّوْءِ	سَوْء	س و ء	س و ء	N	STEM	STEM|POS:N|LEM:sawo'|ROOT:swA|M|GEN							
48	6	10	1	48:6:10:1	عَلَيْ	عَلَىٰ			P	STEM	STEM|POS:P|LEM:EalaY`							
48	6	10	2	48:6:10:2	هِمْ				PRON	SUFFIX	SUFFIX|PRON:3MP							
48	6	11	1	48:6:11:1	دَآئِرَةُ	دَآئِرَة	د و ر	د و ر	N	STEM	STEM|POS:N|LEM:daA^}irap|ROOT:dwr|FS|NOM							
48	6	12	1	48:6:12:1	ٱل				DET	PREFIX	PREFIX|Al+							
48	6	12	2	48:6:12:2	سَّوْءِ	سَوْء	س و ء	س و ء	N	STEM	STEM|POS:N|LEM:sawo'|ROOT:swA|M|GEN							
48	6	13	1	48:6:13:1	وَ				CONJ	PREFIX	PREFIX|w:CONJ+							
48	6	13	2	48:6:13:2	غَضِبَ	غَضِبَ	غ ض ب	غ ض ب	V	STEM	STEM|POS:V|PERF|LEM:gaDiba|ROOT:gDb|3MS	PERF						
48	6	14	1	48:6:14:1	ٱللَّهُ	ٱللَّه	ء ل ه	ء ل ه	PN	STEM	STEM|POS:PN|LEM:{ll~ah|ROOT:Alh|NOM							
48	6	15	1	48:6:15:1	عَلَيْ	عَلَىٰ			P	STEM	STEM|POS:P|LEM:EalaY`							
48	6	15	2	48:6:15:2	هِمْ				PRON	SUFFIX	SUFFIX|PRON:3MP							
48	6	16	1	48:6:16:1	وَ				CONJ	PREFIX	PREFIX|w:CONJ+							
48	6	16	2	48:6:16:2	لَعَنَ	لَعَنَ	ل ع ن	ل ع ن	V	STEM	STEM|POS:V|PERF|LEM:laEana|ROOT:lEn|3MS	PERF						
48	6	16	3	48:6:16:3	هُمْ				PRON	SUFFIX	SUFFIX|PRON:3MP							
48	6	17	1	48:6:17:1	وَ				CONJ	PREFIX	PREFIX|w:CONJ+							
48	6	17	2	48:6:17:2	أَعَدَّ	أَعَدَّ	ع د د	ع د د	V	STEM	STEM|POS:V|PERF|(IV)|LEM:>aEad~a|ROOT:Edd|3MS	PERF			IV			
48	6	18	1	48:6:18:1	لَ				P	PREFIX	PREFIX|l:P+							
48	6	18	2	48:6:18:2	هُمْ				PRON	STEM	STEM|POS:PRON|3MP							
48	6	19	1	48:6:19:1	جَهَنَّمَ	جَهَنَّم			PN	STEM	STEM|POS:PN|LEM:jahan~am|GEN							
48	6	20	1	48:6:20:1	وَ				CONJ	PREFIX	PREFIX|w:CONJ+							
48	6	20	2	48:6:20:2	سَآءَتْ	سَآءَ	س و ء	س و ء	V	STEM	STEM|POS:V|PERF|LEM:saA^'a|ROOT:swA|3FS	PERF						
48	6	21	1	48:6:21:1	مَصِيرًا	مَصِير	ص ي ر	ص ي ر	N	STEM	STEM|POS:N|LEM:maSiyr|ROOT:Syr|M|INDEF|ACC							
48	7	1	1	48:7:1:1	وَ				CONJ	PREFIX	PREFIX|w:CONJ+							
48	7	1	2	48:7:1:2	لِ				P	PREFIX	PREFIX|l:P+							
48	7	1	3	48:7:1:3	لَّهِ	ٱللَّه	ء ل ه	ء ل ه	PN	STEM	STEM|POS:PN|LEM:{ll~ah|ROOT:Alh|GEN							
48	7	2	1	48:7:2:1	جُنُودُ	جُند	ج ن د	ج ن د	N	STEM	STEM|POS:N|LEM:jund|ROOT:jnd|MP|NOM							
48	7	3	1	48:7:3:1	ٱل				DET	PREFIX	PREFIX|Al+							
48	7	3	2	48:7:3:2	سَّمَٰوَٰتِ	سَمَآء	س م و	س م و	N	STEM	STEM|POS:N|LEM:samaA^'|ROOT:smw|FP|GEN							
48	7	4	1	48:7:4:1	وَ				CONJ	PREFIX	PREFIX|w:CONJ+							
48	7	4	2	48:7:4:2	ٱلْ				DET	PREFIX	PREFIX|Al+							
48	7	4	3	48:7:4:3	أَرْضِ	أَرْض	ء ر ض	ء ر ض	N	STEM	STEM|POS:N|LEM:>aroD|ROOT:ArD|F|GEN							
48	7	5	1	48:7:5:1	وَ				CONJ	PREFIX	PREFIX|w:CONJ+							
48	7	5	2	48:7:5:2	كَانَ	كَانَ	ك و ن	ك و ن	V	STEM	STEM|POS:V|PERF|LEM:kaAna|ROOT:kwn|SP:kaAn|3MS	PERF						
48	7	6	1	48:7:6:1	ٱللَّهُ	ٱللَّه	ء ل ه	ء ل ه	PN	STEM	STEM|POS:PN|LEM:{ll~ah|ROOT:Alh|NOM							
48	7	7	1	48:7:7:1	عَزِيزًا	عَزِيز	ع ز ز	ع ز ز	ADJ	STEM	STEM|POS:ADJ|LEM:Eaziyz|ROOT:Ezz|MS|INDEF|ACC							
48	7	8	1	48:7:8:1	حَكِيمًا	حَكِيم	ح ك م	ح ك م	ADJ	STEM	STEM|POS:ADJ|LEM:Hakiym|ROOT:Hkm|MS|INDEF|ACC							
48	8	1	1	48:8:1:1	إِنَّ	إِنّ			ACC	STEM	STEM|POS:ACC|LEM:<in~|SP:<in~							
48	8	1	2	48:8:1:2	آ				PRON	SUFFIX	SUFFIX|PRON:1P							
48	8	2	1	48:8:2:1	أَرْسَلْ	أَرْسَلَ	ر س ل	ر س ل	V	STEM	STEM|POS:V|PERF|(IV)|LEM:>arosala|ROOT:rsl|1P	PERF			IV			
48	8	2	2	48:8:2:2	نَٰ				PRON	SUFFIX	SUFFIX|PRON:1P							
48	8	2	3	48:8:2:3	كَ				PRON	SUFFIX	SUFFIX|PRON:2MS							
48	8	3	1	48:8:3:1	شَٰهِدًا	شَاهِد	ش ه د	ش ه د	N	STEM	STEM|POS:N|ACT|PCPL|LEM:$aAhid|ROOT:$hd|M|INDEF|ACC			ACT				
48	8	4	1	48:8:4:1	وَ				CONJ	PREFIX	PREFIX|w:CONJ+							
48	8	4	2	48:8:4:2	مُبَشِّرًا	مُبَشِّر	ب ش ر	ب ش ر	N	STEM	STEM|POS:N|ACT|PCPL|(II)|LEM:muba$~ir|ROOT:b$r|M|INDEF|ACC			ACT	II			
48	8	5	1	48:8:5:1	وَ				CONJ	PREFIX	PREFIX|w:CONJ+							
48	8	5	2	48:8:5:2	نَذِيرًا	نَذِير	ن ذ ر	ن ذ ر	N	STEM	STEM|POS:N|LEM:na*iyr|ROOT:n*r|M|INDEF|ACC							
48	9	1	1	48:9:1:1	لِّ				PRP	PREFIX	PREFIX|l:PRP+							
48	9	1	2	48:9:1:2	تُؤْمِنُ	ءَامَنَ	ء م ن	ء م ن	V	STEM	STEM|POS:V|IMPF|(IV)|LEM:'aAmana|ROOT:Amn|2MP|MOOD:SUBJ	IMPF	SUBJ		IV			
48	9	1	3	48:9:1:3	وا۟				PRON	SUFFIX	SUFFIX|PRON:2MP							
48	9	2	1	48:9:2:1	بِ				P	PREFIX	PREFIX|bi+							
48	9	2	2	48:9:2:2	ٱللَّهِ	ٱللَّه	ء ل ه	ء ل ه	PN	STEM	STEM|POS:PN|LEM:{ll~ah|ROOT:Alh|GEN							
48	9	3	1	48:9:3:1	وَ				CONJ	PREFIX	PREFIX|w:CONJ+							
48	9	3	2	48:9:3:2	رَسُولِ	رَسُول	ر س ل	ر س ل	N	STEM	STEM|POS:N|LEM:rasuwl|ROOT:rsl|M|GEN							
48	9	3	3	48:9:3:3	هِۦ				PRON	SUFFIX	SUFFIX|PRON:3MS							
48	9	4	1	48:9:4:1	وَ				CONJ	PREFIX	PREFIX|w:CONJ+							
48	9	4	2	48:9:4:2	تُعَزِّرُ	عَزَّرُ	ع ز ر	ع ز ر	V	STEM	STEM|POS:V|IMPF|(II)|LEM:Eaz~aru|ROOT:Ezr|2MP|MOOD:SUBJ	IMPF	SUBJ		II			
48	9	4	3	48:9:4:3	و				PRON	SUFFIX	SUFFIX|PRON:2MP							
48	9	4	4	48:9:4:4	هُ				PRON	SUFFIX	SUFFIX|PRON:3MS							
48	9	5	1	48:9:5:1	وَ				CONJ	PREFIX	PREFIX|w:CONJ+							
48	9	5	2	48:9:5:2	تُوَقِّرُ	تُوَقِّرُ	و ق ر	و ق ر	V	STEM	STEM|POS:V|IMPF|(II)|LEM:tuwaq~iru|ROOT:wqr|2MP|MOOD:SUBJ	IMPF	SUBJ		II			
48	9	5	3	48:9:5:3	و				PRON	SUFFIX	SUFFIX|PRON:2MP							
48	9	5	4	48:9:5:4	هُ				PRON	SUFFIX	SUFFIX|PRON:3MS							
48	9	6	1	48:9:6:1	وَ				CONJ	PREFIX	PREFIX|w:CONJ+							
48	9	6	2	48:9:6:2	تُسَبِّحُ	سَبَّحَ	س ب ح	س ب ح	V	STEM	STEM|POS:V|IMPF|(II)|LEM:sab~aHa|ROOT:sbH|2MP|MOOD:SUBJ	IMPF	SUBJ		II			
48	9	6	3	48:9:6:3	و				PRON	SUFFIX	SUFFIX|PRON:2MP							
48	9	6	4	48:9:6:4	هُ				PRON	SUFFIX	SUFFIX|PRON:3MS							
