edge_id	source_position	target_position	edge_type	direction	confidence	exact_surface_span	evidence	reason
ae:v3:s048:001:pass1:attach:a1	q:48:1:1	q:48:1:1	particle_complement	head-to-dependent	high		morphology;local_syntax	The نَا suffix in إِنَّا is the governed subject of إِنَّ.
ae:v3:s048:001:pass1:attach:a2	q:48:1:1	q:48:1:2	predication	head-to-dependent	high	إِنَّا | فَتَحْنَا	local_syntax	فَتَحْنَا لَكَ فَتْحًا مُّبِينًا supplies the predicate content of إِنَّا.
ae:v3:s048:001:pass1:attach:a3	q:48:1:2	q:48:1:3	prep_complement	head-to-dependent	high	فَتَحْنَا	case_government;local_syntax	كَ in لَكَ is governed by the lām as the beneficiary complement of فَتَحْنَا.
ae:v3:s048:001:pass1:attach:a4	q:48:1:2	q:48:1:4	cognate_acc	head-to-dependent	high	فَتَحْنَا | فَتْحَاً	morphology;local_syntax	فَتْحًا repeats the root of فَتَحْنَا as a cognate accusative.
ae:v3:s048:001:pass1:attach:a5	q:48:1:4	q:48:1:5	adjective	head-to-dependent	high	فَتْحَاً | مُبِينَاً	agreement;local_syntax	مُّبِينًا agrees with فَتْحًا as its qualifying adjective.
ae:v3:s048:002:pass1:attach:a1	q:48:2:1	q:48:2:2	particle_complement	head-to-dependent	high	لِيَغْفِرَ | لِيَغْفِرَ	case_government;local_syntax	لِ governs the subjunctive verb يَغْفِرَ.
ae:v3:s048:002:pass1:attach:a2	q:48:2:2	q:48:2:3	prep_complement	head-to-dependent	high	لِيَغْفِرَ	case_government;local_syntax	كَ in لَكَ is governed by the lām as complement of يَغْفِرَ.
ae:v3:s048:002:pass1:attach:a3	q:48:2:2	q:48:2:4	subject	head-to-dependent	high	لِيَغْفِرَ | اللَّهُ	case_government;word_order	ٱللَّهُ is nominative after يَغْفِرَ and is its explicit subject.
ae:v3:s048:002:pass1:attach:a4	q:48:2:2	q:48:2:5	direct_object	head-to-dependent	high	لِيَغْفِرَ | مَا	local_syntax	مَا تَقَدَّمَ مِن ذَنْبِكَ is the first object content forgiven by يَغْفِرَ.
ae:v3:s048:002:pass1:attach:a5	q:48:2:6	q:48:2:5	subject	head-to-dependent	high	تَقَدَّمَ | مَا	local_syntax;word_order	مَا is the relative subject of تَقَدَّمَ.
ae:v3:s048:002:pass1:attach:a6	q:48:2:6	q:48:2:8	prep_complement	head-to-dependent	high	تَقَدَّمَ | ذَنْبِكَ	case_government;local_syntax	ذَنْبِكَ is governed by مِنْ as the specification after تَقَدَّمَ.
ae:v3:s048:002:pass1:attach:a7	q:48:2:5	q:48:2:10	conjoined	head-to-dependent	high	مَا | وَمَا	parallelism;local_syntax	وَمَا is coordinated with the earlier مَا as the second forgiven span.
ae:v3:s048:002:pass1:attach:a8	q:48:2:2	q:48:2:10	direct_object	head-to-dependent	high	لِيَغْفِرَ | وَمَا	parallelism;local_syntax	مَا تَأَخَّرَ is the second object content governed by يَغْفِرَ.
ae:v3:s048:002:pass1:attach:a9	q:48:2:11	q:48:2:10	subject	head-to-dependent	high	تَأَخَّرَ | وَمَا	local_syntax;word_order	مَا is the relative subject of تَأَخَّرَ.
ae:v3:s048:002:pass1:attach:a10	q:48:2:2	q:48:2:13	conjoined	head-to-dependent	high	لِيَغْفِرَ | وَيُتِمَّ	parallelism;local_syntax	يُتِمَّ is coordinated with يَغْفِرَ under the same subjunctive sequence.
ae:v3:s048:002:pass1:attach:a11	q:48:2:13	q:48:2:4	subject	head-to-dependent	high	وَيُتِمَّ | اللَّهُ	parallelism;local_syntax	ٱللَّهُ remains the explicit subject for the coordinated يُتِمَّ.
ae:v3:s048:002:pass1:attach:a12	q:48:2:13	q:48:2:14	direct_object	head-to-dependent	high	وَيُتِمَّ | نِعْمَتَهُ	case_government;local_syntax	نِعْمَتَهُ is the accusative object of يُتِمَّ.
ae:v3:s048:002:pass1:attach:a13	q:48:2:13	q:48:2:15	prep_complement	head-to-dependent	high	وَيُتِمَّ	case_government;local_syntax	كَ in عَلَيْكَ is governed by عَلَى as complement of يُتِمَّ.
ae:v3:s048:002:pass1:attach:a14	q:48:2:13	q:48:2:17	conjoined	head-to-dependent	high	وَيُتِمَّ | وَيَهْدِيَكَ	parallelism;local_syntax	يَهْدِيَكَ is coordinated with يُتِمَّ in the same sequence.
ae:v3:s048:002:pass1:attach:a15	q:48:2:17	q:48:2:4	subject	head-to-dependent	high	وَيَهْدِيَكَ | اللَّهُ	parallelism;local_syntax	ٱللَّهُ remains the explicit subject for يَهْدِيَكَ.
ae:v3:s048:002:pass1:attach:a16	q:48:2:17	q:48:2:17	direct_object	head-to-dependent	high	وَيَهْدِيَكَ	morphology;local_syntax	The كَ suffix on يَهْدِيَكَ is an object pronoun after the verb stem.
ae:v3:s048:002:pass1:attach:a17	q:48:2:17	q:48:2:18	direct_object	head-to-dependent	high	وَيَهْدِيَكَ | صِرَاطَاً	case_government;local_syntax	صِرَاطًا is the explicit path-object of يَهْدِيَكَ.
ae:v3:s048:002:pass1:attach:a18	q:48:2:18	q:48:2:19	adjective	head-to-dependent	high	صِرَاطَاً | مُسْتَقِيمَاً	agreement;local_syntax	مُسْتَقِيمًا agrees with صِرَاطًا as its adjective.
ae:v3:s048:003:pass1:attach:a1	q:48:3:2	q:48:3:2	direct_object	head-to-dependent	high	وَيَنْصُرَكَ	morphology;local_syntax	The كَ suffix on يَنصُرَكَ is the object pronoun of the verb.
ae:v3:s048:003:pass1:attach:a2	q:48:3:2	q:48:3:3	subject	head-to-dependent	high	وَيَنْصُرَكَ | اللَّهُ	case_government;word_order	ٱللَّهُ is nominative after يَنصُرَكَ and supplies its subject.
ae:v3:s048:003:pass1:attach:a3	q:48:3:2	q:48:3:4	cognate_acc	head-to-dependent	high	وَيَنْصُرَكَ | نَصْرَاً	morphology;local_syntax	نَصْرًا repeats the root of يَنصُرَكَ as a cognate accusative.
ae:v3:s048:003:pass1:attach:a4	q:48:3:4	q:48:3:5	adjective	head-to-dependent	high	نَصْرَاً | عَزِيزَاً	agreement;local_syntax	عَزِيزًا agrees with نَصْرًا as its adjective.
ae:v3:s048:004:pass1:attach:a1	q:48:4:1	q:48:4:2	predication	head-to-dependent	high	هُوَ | الَّذِي	local_syntax	ٱلَّذِي is the predicate of the pronoun هُوَ.
ae:v3:s048:004:pass1:attach:a2	q:48:4:3	q:48:4:4	direct_object	head-to-dependent	high	أَنْزَلَ | السَّكِينَةَ	case_government;local_syntax	ٱلسَّكِينَةَ is accusative as the direct object of أَنْزَلَ.
ae:v3:s048:004:pass1:attach:a3	q:48:4:3	q:48:4:6	prep_complement	head-to-dependent	high	أَنْزَلَ | قُلُوبِ	case_government;local_syntax	قُلُوبِ is governed by فِي as the locative complement of أَنْزَلَ.
ae:v3:s048:004:pass1:attach:a4	q:48:4:6	q:48:4:7	idafa	head-to-dependent	high	قُلُوبِ | الْمُؤْمِنِينَ	morphology;local_syntax	ٱلْمُؤْمِنِينَ is the genitive complement of the construct قُلُوبِ.
ae:v3:s048:004:pass1:attach:a5	q:48:4:8	q:48:4:9	particle_complement	head-to-dependent	high	لِيَزْدَادُوا | لِيَزْدَادُوا	case_government;local_syntax	لِ governs the subjunctive verb يَزْدَادُوا.
ae:v3:s048:004:pass1:attach:a6	q:48:4:9	q:48:4:10	accusative_specification	head-to-dependent	high	لِيَزْدَادُوا | إِيمَانَاً	case_government;local_syntax	إِيمَانًا specifies the increase expressed by يَزْدَادُوا.
ae:v3:s048:004:pass1:attach:a7	q:48:4:9	q:48:4:11	adverbial	head-to-dependent	high	لِيَزْدَادُوا | مَعَ	local_syntax	مَعَ إِيمَانِهِمْ gives the accompanying measure for يَزْدَادُوا.
ae:v3:s048:004:pass1:attach:a8	q:48:4:11	q:48:4:12	idafa	head-to-dependent	high	مَعَ | إِيمَانِهِمْ	case_government;local_syntax	إِيمَانِهِمْ is genitive after the adverbial construct مَعَ.
ae:v3:s048:004:pass1:attach:a9	q:48:4:16	q:48:4:14	predication	head-to-dependent	high	جُنُودُ | وَلِلَّهِ	word_order;local_syntax	لِلَّهِ is the fronted predicate of جُنُودُ.
ae:v3:s048:004:pass1:attach:a10	q:48:4:16	q:48:4:15	prep_complement	head-to-dependent	high	جُنُودُ | وَلِلَّهِ	case_government;local_syntax	لَّهِ is governed by the lām in the fronted predicate لِلَّهِ.
ae:v3:s048:004:pass1:attach:a11	q:48:4:16	q:48:4:17	idafa	head-to-dependent	high	جُنُودُ | السَّمَاوَاتِ	morphology;local_syntax	ٱلسَّمَاوَاتِ is the genitive complement of the construct جُنُودُ.
ae:v3:s048:004:pass1:attach:a12	q:48:4:17	q:48:4:19	conjoined	head-to-dependent	high	السَّمَاوَاتِ | وَالْأَرْضِ	parallelism;local_syntax	وَٱلْأَرْضِ is conjoined with ٱلسَّمَاوَاتِ in the idafa complement.
ae:v3:s048:004:pass1:attach:a13	q:48:4:21	q:48:4:22	subject	head-to-dependent	high	وَكَانَ | اللَّهُ	case_government;word_order	ٱللَّهُ is the nominative ism of كَانَ.
ae:v3:s048:004:pass1:attach:a14	q:48:4:21	q:48:4:23	kana_predicate	head-to-dependent	high	وَكَانَ | عَلِيمَاً	case_government;local_syntax	عَلِيمًا is an accusative predicate of كَانَ.
ae:v3:s048:004:pass1:attach:a15	q:48:4:21	q:48:4:24	kana_predicate	head-to-dependent	high	وَكَانَ | حَكِيمَاً	case_government;local_syntax	حَكِيمًا is a second accusative predicate of كَانَ.
ae:v3:s048:005:pass1:attach:a1	q:48:5:1	q:48:5:2	particle_complement	head-to-dependent	high	لِيُدْخِلَ | لِيُدْخِلَ	case_government;local_syntax	لِ governs the subjunctive verb يُدْخِلَ.
ae:v3:s048:005:pass1:attach:a2	q:48:5:2	q:48:5:3	direct_object	head-to-dependent	high	لِيُدْخِلَ | الْمُؤْمِنِينَ	case_government;local_syntax	ٱلْمُؤْمِنِينَ is the first explicit object of يُدْخِلَ.
ae:v3:s048:005:pass1:attach:a3	q:48:5:3	q:48:5:5	conjoined	head-to-dependent	high	الْمُؤْمِنِينَ | وَالْمُؤْمِنَاتِ	parallelism;local_syntax	وَٱلْمُؤْمِنَاتِ is conjoined with ٱلْمُؤْمِنِينَ as a parallel object group.
ae:v3:s048:005:pass1:attach:a4	q:48:5:2	q:48:5:6	direct_object	head-to-dependent	high	لِيُدْخِلَ | جَنَّاتٍ	case_government;local_syntax	جَنَّاتٍ is the destination/object complement governed by يُدْخِلَ.
ae:v3:s048:005:pass1:attach:a5	q:48:5:6	q:48:5:7	adjective	head-to-dependent	high	جَنَّاتٍ | تَجْرِي	local_syntax	تَجْرِي مِن تَحْتِهَا ٱلْأَنْهَارُ describes the indefinite جَنَّاتٍ.
ae:v3:s048:005:pass1:attach:a6	q:48:5:7	q:48:5:9	prep_complement	head-to-dependent	high	تَجْرِي | تَحْتِهَا	case_government;local_syntax	تَحْتِهَا is governed by مِن as the source complement of تَجْرِي.
