finding_id	ayah_ref	finding_ordinal	grade	anchor_ordinal	branch_ordinal	qac_word_ref	root_id	branch_id	word_id
f-18_0-001	18:0	1	strong	1	1	1:1:3	root_000552	B001	w-s018-a000-w003
f-18_0-001	18:0	1	strong	2	1	1:1:4	root_000552	B001	w-s018-a000-w004
f-18_0-002	18:0	2	weak	1	1	1:1:1	root_000745	B005	w-s018-a000-w001
f-18_0-002	18:0	2	weak	2	1	1:1:2	root_000047	B001	w-s018-a000-w002
f-18_0-003	18:0	3	reject	1	1	1:1:3	root_000552	B003	w-s018-a000-w003
f-18_0-003	18:0	3	reject	2	1	1:1:4	root_000552	B003	w-s018-a000-w004
f-18_1-001	18:1	1	strong	1	1	18:1:9	root_000248	B002	w-s018-a001-w009
f-18_1-002	18:1	2	strong	1	1	18:1:11	root_001057	B002	w-s018-a001-w011
f-18_2-001	18:2	1	strong	1	1	18:2:10	root_001046	B001	w-s018-a002-w010
f-18_2-001	18:2	1	strong	2	1	18:2:11	root_000876	B001	w-s018-a002-w011
f-18_2-002	18:2	2	weak	1	1	18:2:15	root_000323	B001	w-s018-a002-w015
f-18_2-003	18:2	3	strong	1	1	18:2:1	root_001273	B008	w-s018-a002-w001
f-18_2-003	18:2	3	strong	1	2	18:2:1	root_001273	B004	w-s018-a002-w001
f-18_3-001	18:3	1	strong	1	1	18:3:1	root_001437	B001	w-s018-a003-w001
f-18_3-001	18:3	1	strong	1	2	18:3:1	root_001437	B002	w-s018-a003-w001
f-18_3-001	18:3	1	strong	2	1	18:3:3	root_000004	B001	w-s018-a003-w003
f-18_4-001	18:4	1	weak	1	1	18:4:3	root_001272	B001	w-s018-a004-w003
f-18_4-002	18:4	2	weak	1	1	18:4:6	root_001683	B001	w-s018-a004-w006
f-18_4-002	18:4	2	weak	1	2	18:4:6	root_001683	B005	w-s018-a004-w006
f-18_5-001	18:5	1	strong	1	1	18:5:5	root_001040	B001	w-s018-a005-w005
f-18_5-001	18:5	1	strong	2	1	18:5:14	root_001272	B001	w-s018-a005-w014
f-18_5-002	18:5	2	reject	1	1	18:5:9	root_001316	B002	w-s018-a005-w009
f-18_5-002	18:5	2	reject	1	2	18:5:9	root_001316	B003	w-s018-a005-w009
f-18_6-001	18:6	1	strong	1	1	18:6:8	root_000054	B001	w-s018-a006-w008
f-18_6-002	18:6	2	weak	1	1	18:6:2	root_000088	B001	w-s018-a006-w002
f-18_6-002	18:6	2	weak	1	2	18:6:2	root_000088	B003	w-s018-a006-w002
f-18_7-001	18:7	1	strong	1	1	18:7:2	root_000248	B002	w-s018-a007-w002
f-18_7-001	18:7	1	strong	2	1	18:7:11	root_001046	B001	w-s018-a007-w011
f-18_7-002	18:7	2	weak	1	1	18:7:6	root_000660	B003	w-s018-a007-w006
f-18_7-002	18:7	2	weak	1	2	18:7:6	root_000660	B002	w-s018-a007-w006
f-18_8-001	18:8	1	strong	1	1	18:8:2	root_000248	B002	w-s018-a008-w002
f-18_8-002	18:8	2	strong	1	1	18:8:6	root_000236	B002	w-s018-a008-w006
f-18_8-002	18:8	2	strong	1	2	18:8:6	root_000236	B001	w-s018-a008-w006
f-18_9-001	18:9	1	weak	1	1	18:9:2	root_000318	B002	w-s018-a009-w002
f-18_9-002	18:9	2	weak	1	1	18:9:6	root_000587	B001	w-s018-a009-w006
f-18_10-001	18:10	1	strong	1	1	18:10:11	root_000552	B001	w-s018-a010-w011
f-18_10-002	18:10	2	weak	1	1	18:10:2	root_000070	B001	w-s018-a010-w002
f-18_11-001	18:11	1	strong	1	1	18:11:1	root_000906	B005	w-s018-a011-w001
f-18_11-001	18:11	1	strong	1	2	18:11:1	root_000906	B001	w-s018-a011-w001
f-18_11-001	18:11	1	strong	1	3	18:11:1	root_000906	B004	w-s018-a011-w001
f-18_12-001	18:12	1	strong	1	1	18:12:3	root_001040	B001	w-s018-a012-w003
f-18_12-002	18:12	2	strong	1	1	18:12:6	root_000332	B002	w-s018-a012-w006
f-18_13-001	18:13	1	strong	1	1	18:13:8	root_000054	B001	w-s018-a013-w008
f-18_13-002	18:13	2	weak	1	1	18:13:2	root_001232	B002	w-s018-a013-w002
f-18_13-002	18:13	2	weak	1	2	18:13:2	root_001232	B001	w-s018-a013-w002
f-18_14-001	18:14	1	strong	1	1	18:14:1	root_000535	B004	w-s018-a014-w001
f-18_14-001	18:14	1	strong	2	1	18:14:5	root_001273	B003	w-s018-a014-w005
f-18_14-001	18:14	1	strong	3	1	18:14:6	root_001272	B001	w-s018-a014-w006
f-18_14-001	18:14	1	strong	4	1	18:14:17	root_001272	B001	w-s018-a014-w017
f-18_15-001	18:15	1	strong	1	1	18:15:8	root_000009	B001	w-s018-a015-w008
f-18_15-002	18:15	2	strong	1	1	18:15:10	root_000732	B002	w-s018-a015-w010
f-18_15-002	18:15	2	strong	1	2	18:15:10	root_000732	B001	w-s018-a015-w010
f-18_16-001	18:16	1	strong	1	1	18:16:4	root_000973	B003	w-s018-a016-w004
f-18_16-002	18:16	2	weak	1	1	18:16:10	root_001503	B001	w-s018-a016-w010
f-18_16-002	18:16	2	weak	1	2	18:16:10	root_001503	B002	w-s018-a016-w010
f-18_17-001	18:17	1	strong	1	1	18:17:22	root_000047	B001	w-s018-a017-w022
f-18_17-001	18:17	1	strong	2	1	18:17:25	root_000047	B001	w-s018-a017-w025
f-18_17-002	18:17	2	reject	1	1	18:17:12	root_001217	B002	w-s018-a017-w012
f-18_17-002	18:17	2	reject	1	2	18:17:12	root_001217	B003	w-s018-a017-w012
f-18_18-001	18:18	1	strong	1	1	18:18:1	root_000318	B002	w-s018-a018-w001
f-18_18-002	18:18	2	weak	1	1	18:18:5	root_001248	B004	w-s018-a018-w005
f-18_18-002	18:18	2	weak	1	2	18:18:5	root_001248	B001	w-s018-a018-w005
f-18_19-001	18:19	1	strong	1	1	18:19:18	root_001040	B001	w-s018-a019-w018
f-18_19-002	18:19	2	weak	1	1	18:19:34	root_001356	B002	w-s018-a019-w034
f-18_19-002	18:19	2	weak	1	2	18:19:34	root_001356	B001	w-s018-a019-w034
f-18_19-003	18:19	3	reject	1	1	18:19:23	root_001641	B002	w-s018-a019-w023
f-18_19-003	18:19	3	reject	1	2	18:19:23	root_001641	B001	w-s018-a019-w023
f-18_20-001	18:20	1	strong	1	1	18:20:13	root_000004	B001	w-s018-a020-w013
f-18_20-002	18:20	2	reject	1	1	18:20:5	root_000547	B002	w-s018-a020-w005
f-18_20-002	18:20	2	reject	1	2	18:20:5	root_000547	B004	w-s018-a020-w005
f-18_21-001	18:21	1	strong	1	1	18:21:4	root_001040	B001	w-s018-a021-w004
f-18_21-001	18:21	1	strong	2	1	18:21:18	root_001272	B001	w-s018-a021-w018
f-18_21-001	18:21	1	strong	3	1	18:21:23	root_001040	B001	w-s018-a021-w023
f-18_21-001	18:21	1	strong	4	1	18:21:25	root_001272	B001	w-s018-a021-w025
f-18_21-002	18:21	2	strong	1	1	18:21:2	root_000982	B001	w-s018-a021-w002
f-18_21-002	18:21	2	strong	1	2	18:21:2	root_000982	B002	w-s018-a021-w002
f-18_22-001	18:22	1	strong	1	1	18:22:1	root_001272	B001	w-s018-a022-w001
f-18_22-001	18:22	1	strong	2	1	18:22:5	root_001272	B001	w-s018-a022-w005
f-18_22-001	18:22	1	strong	3	1	18:22:11	root_001272	B001	w-s018-a022-w011
f-18_22-001	18:22	1	strong	4	1	18:22:15	root_001272	B001	w-s018-a022-w015
f-18_22-001	18:22	1	strong	5	1	18:22:17	root_001040	B001	w-s018-a022-w017
f-18_22-001	18:22	1	strong	6	1	18:22:20	root_001040	B001	w-s018-a022-w020
f-18_22-002	18:22	2	weak	1	1	18:22:9	root_000547	B004	w-s018-a022-w009
f-18_22-002	18:22	2	weak	1	2	18:22:9	root_000547	B002	w-s018-a022-w009
f-18_22-003	18:22	3	weak	1	1	18:22:24	root_001416	B003	w-s018-a022-w024
f-18_22-003	18:22	3	weak	1	2	18:22:24	root_001416	B001	w-s018-a022-w024
f-18_22-003	18:22	3	weak	2	1	18:22:27	root_001416	B003	w-s018-a022-w027
f-18_22-003	18:22	3	weak	2	2	18:22:27	root_001416	B001	w-s018-a022-w027
f-18_23-001	18:23	1	strong	1	1	18:23:3	root_000831	B001	w-s018-a023-w003
f-18_23-002	18:23	2	reject	1	1	18:23:7	root_001076	B002	w-s018-a023-w007
f-18_23-002	18:23	2	reject	1	2	18:23:7	root_001076	B001	w-s018-a023-w007
f-18_24-001	18:24	1	strong	1	1	18:24:3	root_000831	B001	w-s018-a024-w003
f-18_24-001	18:24	1	strong	2	1	18:24:5	root_000516	B003	w-s018-a024-w005
f-18_24-002	18:24	2	weak	1	1	18:24:8	root_001501	B001	w-s018-a024-w008
f-18_24-002	18:24	2	weak	1	2	18:24:8	root_001501	B002	w-s018-a024-w008
f-18_25-001	18:25	1	strong	1	1	18:25:1	root_001339	B001	w-s018-a025-w001
f-18_25-001	18:25	1	strong	1	2	18:25:1	root_001339	B002	w-s018-a025-w001
f-18_26-001	18:26	1	strong	1	1	18:26:3	root_001040	B001	w-s018-a026-w003
f-18_26-001	18:26	1	strong	2	1	18:26:20	root_000791	B001	w-s018-a026-w020
f-18_26-002	18:26	2	weak	1	1	18:26:10	root_000121	B001	w-s018-a026-w010
f-18_26-002	18:26	2	weak	1	2	18:26:10	root_000121	B002	w-s018-a026-w010
f-18_27-001	18:27	1	strong	1	1	18:27:7	root_000532	B001	w-s018-a027-w007
f-18_27-002	18:27	2	weak	1	1	18:27:15	root_001345	B003	w-s018-a027-w015
f-18_27-002	18:27	2	weak	1	2	18:27:15	root_001345	B001	w-s018-a027-w015
f-18_28-001	18:28	1	strong	1	1	18:28:1	root_000840	B001	w-s018-a028-w001
f-18_28-002	18:28	2	strong	1	1	18:28:26	root_000175	B001	w-s018-a028-w026
f-18_28-003	18:28	3	strong	1	1	18:28:30	root_001145	B004	w-s018-a028-w030
f-18_28-003	18:28	3	strong	1	2	18:28:30	root_001145	B005	w-s018-a028-w030
f-18_29-001	18:29	1	strong	1	1	18:29:2	root_000347	B001	w-s018-a029-w002
f-18_29-002	18:29	2	weak	1	1	18:29:17	root_000696	B001	w-s018-a029-w017
f-18_30-001	18:30	1	strong	1	1	18:30:3	root_000054	B001	w-s018-a030-w003
f-18_30-001	18:30	1	strong	2	1	18:30:4	root_001046	B001	w-s018-a030-w004
f-18_30-001	18:30	1	strong	3	1	18:30:12	root_001046	B001	w-s018-a030-w012
f-18_30-002	18:30	2	weak	1	1	18:30:8	root_000923	B001	w-s018-a030-w008
f-18_30-002	18:30	2	weak	1	2	18:30:8	root_000923	B002	w-s018-a030-w008
f-18_31-001	18:31	1	strong	1	1	18:31:27	root_000323	B001	w-s018-a031-w027
f-18_31-002	18:31	2	weak	1	1	18:31:28	root_000583	B003	w-s018-a031-w028
f-18_31-002	18:31	2	weak	1	2	18:31:28	root_000583	B004	w-s018-a031-w028
f-18_32-001	18:32	1	strong	1	1	18:32:5	root_000248	B002	w-s018-a032-w005
f-18_32-001	18:32	1	strong	2	1	18:32:12	root_000248	B002	w-s018-a032-w012
f-18_32-002	18:32	2	weak	1	1	18:32:10	root_000343	B001	w-s018-a032-w010
f-18_33-001	18:33	1	strong	1	1	18:33:8	root_000831	B001	w-s018-a033-w008
f-18_33-002	18:33	2	weak	1	1	18:33:6	root_000967	B008	w-s018-a033-w006
f-18_34-001	18:34	1	strong	1	1	18:34:4	root_001272	B001	w-s018-a034-w004
f-18_34-002	18:34	2	weak	1	1	18:34:7	root_000369	B006	w-s018-a034-w007
f-18_34-002	18:34	2	weak	1	2	18:34:7	root_000369	B005	w-s018-a034-w007
f-18_35-001	18:35	1	strong	1	1	18:35:12	root_000004	B001	w-s018-a035-w012
f-18_35-002	18:35	2	weak	1	1	18:35:10	root_000167	B001	w-s018-a035-w010
f-18_35-002	18:35	2	weak	1	2	18:35:10	root_000167	B002	w-s018-a035-w010
f-18_36-001	18:36	1	strong	1	1	18:36:9	root_001626	B001	w-s018-a036-w009
f-18_36-001	18:36	1	strong	2	1	18:36:12	root_001248	B005	w-s018-a036-w012
f-18_36-001	18:36	1	strong	2	2	18:36:12	root_001248	B004	w-s018-a036-w012
f-18_37-001	18:37	1	strong	1	1	18:37:1	root_001272	B001	w-s018-a037-w001
f-18_37-002	18:37	2	weak	1	1	18:37:13	root_001518	B002	w-s018-a037-w013
f-18_37-002	18:37	2	weak	1	2	18:37:13	root_001518	B003	w-s018-a037-w013
f-18_38-001	18:38	1	strong	1	1	18:38:4	root_000532	B001	w-s018-a038-w004
f-18_38-001	18:38	1	strong	2	1	18:38:6	root_000791	B001	w-s018-a038-w006
f-18_38-001	18:38	1	strong	3	1	18:38:7	root_000532	B001	w-s018-a038-w007
f-18_38-002	18:38	2	weak	1	1	18:38:6	root_000791	B001	w-s018-a038-w006
f-18_38-002	18:38	2	weak	1	2	18:38:6	root_000791	B002	w-s018-a038-w006
f-18_39-001	18:39	1	strong	1	1	18:39:5	root_001272	B001	w-s018-a039-w005
f-18_39-002	18:39	2	strong	1	1	18:39:10	root_001274	B001	w-s018-a039-w010
f-18_40-001	18:40	1	strong	1	1	18:40:2	root_000532	B001	w-s018-a040-w002
f-18_40-001	18:40	1	strong	2	1	18:40:5	root_000452	B001	w-s018-a040-w005
f-18_40-002	18:40	2	strong	1	1	18:40:10	root_000318	B001	w-s018-a040-w010
f-18_40-002	18:40	2	strong	1	2	18:40:10	root_000318	B002	w-s018-a040-w010
f-18_41-001	18:41	1	strong	1	1	18:41:4	root_001112	B001	w-s018-a041-w004
f-18_41-001	18:41	1	strong	1	2	18:41:4	root_001112	B003	w-s018-a041-w004
f-18_41-001	18:41	1	strong	2	1	18:41:6	root_000956	B001	w-s018-a041-w006
f-18_42-001	18:42	1	strong	1	1	18:42:17	root_000791	B001	w-s018-a042-w017
f-18_42-002	18:42	2	weak	1	1	18:42:11	root_000450	B001	w-s018-a042-w011
f-18_42-002	18:42	2	weak	1	2	18:42:11	root_000450	B002	w-s018-a042-w011
